Station: Z�rich-Kaserne
Urban
Hourly means, PREC: Hourly sums
CET, ending time
Source: NABEL/MeteoSchweiz
Date/time;O3 [痢/m設;NO2 [痢/m設;SO2 [痢/m設;CO [mg/m設;PM10 [痢/m設;NMVOC [ppm];EC [痢/m設;TEMP [蚓];PREC [mm];RAD [W/m淫
10.06.2013 04:00;84.9;5.2;0.4;0.20;;0.0;0.1;13.6;1.7;-0.9
10.06.2013 05:00;86.8;6.4;0.4;0.20;;0.0;0.0;13.3;1.2;-0.2
10.06.2013 06:00;83.7;12.7;0.5;0.20;;0.0;0.2;13.0;1.1;4.9
10.06.2013 07:00;67.0;26.3;0.5;0.20;;0.0;0.4;13.2;0.6;14.4
10.06.2013 08:00;58.4;33.4;0.6;0.20;;0.1;0.6;13.2;0.7;24.2
10.06.2013 09:00;63.7;28.6;0.6;0.20;;0.0;0.5;13.5;0.0;52.9
10.06.2013 10:00;71.1;22.8;0.6;0.20;;0.0;0.4;13.6;0.0;72.7
10.06.2013 11:00;78.2;16.2;0.6;0.20;;0.0;0.3;14.4;0.0;201.0
10.06.2013 12:00;83.5;11.3;0.6;0.20;;0.0;0.3;16.1;0.0;453.4
10.06.2013 13:00;84.7;11.1;0.6;0.20;;0.0;0.3;17.1;0.0;573.5
10.06.2013 14:00;86.2;11.6;0.6;0.20;;0.0;0.3;18.1;0.0;676.5
10.06.2013 15:00;87.7;12.3;0.6;0.20;;0.1;0.3;18.3;0.0;536.6
10.06.2013 16:00;87.1;11.8;0.6;0.20;;0.0;0.4;18.5;0.0;403.3
10.06.2013 17:00;83.1;14.3;0.6;0.20;;0.0;0.4;17.9;0.0;120.5
10.06.2013 18:00;80.5;21.6;0.5;0.20;;0.1;0.4;15.0;6.0;29.5
10.06.2013 19:00;88.7;15.8;0.5;0.20;;0.0;0.3;14.7;0.1;45.3
10.06.2013 20:00;72.4;18.7;0.6;0.20;;0.0;0.4;15.1;0.0;34.4
10.06.2013 21:00;67.2;16.2;0.6;0.20;;0.1;0.4;15.2;0.0;0.0
10.06.2013 22:00;67.2;13.1;0.6;0.20;;0.0;0.3;15.1;0.0;-1.2
10.06.2013 23:00;67.1;12.1;0.6;0.20;;0.0;0.3;15.1;0.0;-1.2
11.06.2013 00:00;65.7;9.6;0.5;0.20;;0.0;0.3;14.9;0.0;-1.6
11.06.2013 01:00;62.4;8.0;0.5;0.20;;0.0;0.2;14.8;0.0;-1.9
11.06.2013 02:00;54.0;8.5;0.5;0.20;;0.0;0.3;14.9;0.0;-1.2
11.06.2013 03:00;50.4;8.1;0.5;0.20;;0.0;0.3;14.8;0.0;-1.2
11.06.2013 04:00;47.9;9.2;0.5;0.20;;0.0;0.3;14.8;0.0;-1.4
11.06.2013 05:00;43.7;13.3;0.5;0.20;;0.0;0.3;14.7;0.0;0.0
11.06.2013 06:00;37.9;20.5;0.7;0.20;;0.0;0.5;14.8;0.0;11.9
11.06.2013 07:00;32.2;26.5;0.7;0.20;;0.1;0.7;14.9;0.0;43.8
11.06.2013 08:00;35.6;27.2;0.8;0.20;;0.1;0.9;15.1;0.0;94.0
11.06.2013 09:00;41.0;23.2;0.8;0.20;;0.1;0.7;15.5;0.0;173.0
11.06.2013 10:00;45.8;21.6;0.8;0.20;;0.1;0.7;16.1;0.0;265.8
11.06.2013 11:00;58.2;20.4;0.8;0.20;;0.1;0.6;16.6;0.0;327.4
11.06.2013 12:00;71.0;17.6;0.7;0.20;;0.0;0.4;17.8;0.0;522.5
11.06.2013 13:00;75.4;16.9;0.7;0.20;;0.0;0.5;18.0;0.0;295.2
11.06.2013 14:00;76.6;24.3;0.7;0.20;14.1;0.1;0.5;17.2;0.0;263.2
11.06.2013 15:00;81.5;28.2;0.7;0.20;11.9;0.1;0.7;16.5;0.3;381.2
11.06.2013 16:00;92.6;22.5;0.7;0.20;12.3;0.1;0.5;17.2;0.0;290.6
11.06.2013 17:00;93.7;19.5;0.7;0.20;9.5;0.0;0.6;18.3;0.0;453.2
11.06.2013 18:00;96.8;13.4;0.6;0.20;11.8;0.0;0.4;19.0;0.0;295.0
11.06.2013 19:00;97.5;15.6;0.6;0.20;12.3;0.0;0.5;18.6;0.0;151.0
11.06.2013 20:00;89.7;23.7;0.6;0.20;10.8;0.0;0.6;17.9;0.0;50.8
11.06.2013 21:00;69.9;31.1;0.8;0.30;8.7;0.1;0.7;17.4;0.0;-0.1
11.06.2013 22:00;53.8;35.5;1.0;0.30;13.7;0.1;0.7;16.7;0.0;-2.9
11.06.2013 23:00;42.6;35.8;1.0;0.30;13.9;0.1;0.8;15.7;0.0;-2.9
12.06.2013 00:00;44.1;29.9;0.8;0.30;12.0;0.1;0.7;14.9;0.0;-2.9
12.06.2013 01:00;32.8;33.1;0.7;0.30;13.7;0.1;0.8;14.3;0.0;-2.8
12.06.2013 02:00;15.0;46.3;0.9;0.30;16.0;0.1;1.0;13.9;0.0;-3.0
12.06.2013 03:00;12.5;40.5;0.8;0.30;17.9;0.2;1.0;13.5;0.0;-2.9
12.06.2013 04:00;6.3;42.2;0.9;0.30;16.0;0.1;1.0;13.1;0.0;-2.8
12.06.2013 05:00;3.0;40.2;1.1;0.30;15.9;0.2;1.0;12.9;0.0;7.4
12.06.2013 06:00;10.2;35.1;1.3;0.30;15.2;0.1;1.0;13.1;0.0;102.1
12.06.2013 07:00;19.8;33.1;1.7;0.30;14.1;0.1;0.8;13.9;0.0;154.0
12.06.2013 08:00;40.0;23.9;1.2;0.20;14.5;0.1;0.6;14.6;0.0;172.0
12.06.2013 09:00;42.5;28.7;1.4;0.20;13.9;0.1;0.8;15.6;0.0;426.3
12.06.2013 10:00;60.9;27.8;1.2;0.20;14.6;0.1;0.8;17.9;0.0;638.5
12.06.2013 11:00;96.8;14.7;0.8;0.20;12.2;0.0;0.4;19.6;0.0;645.3
12.06.2013 12:00;100.1;19.4;0.8;0.20;14.0;0.1;0.6;21.4;0.0;862.1
12.06.2013 13:00;105.8;17.6;0.7;0.20;12.2;0.0;0.6;22.4;0.0;908.9
12.06.2013 14:00;109.3;17.3;0.7;0.20;12.5;0.0;0.6;23.1;0.0;840.2
12.06.2013 15:00;119.6;12.7;0.7;0.20;11.6;0.0;0.4;24.0;0.0;770.2
12.06.2013 16:00;123.6;9.1;0.6;0.20;10.0;0.0;0.3;24.0;0.0;679.4
12.06.2013 17:00;125.3;12.0;0.8;0.20;9.0;0.0;0.5;24.5;0.0;548.5
12.06.2013 18:00;125.8;14.0;0.8;0.20;10.3;0.0;0.5;24.3;0.0;378.2
12.06.2013 19:00;128.5;15.8;0.7;0.20;11.6;0.0;0.6;23.8;0.0;214.3
12.06.2013 20:00;123.3;19.7;0.8;0.20;11.7;0.1;0.6;23.3;0.0;66.6
12.06.2013 21:00;90.8;37.2;1.6;0.40;17.3;0.2;1.3;21.8;0.0;0.2
12.06.2013 22:00;60.9;51.0;1.7;0.50;24.1;0.2;2.3;20.5;0.0;-2.9
12.06.2013 23:00;36.5;67.0;2.0;0.50;26.1;0.2;1.8;19.4;0.0;-2.8
13.06.2013 00:00;53.8;37.0;1.3;0.40;21.1;0.1;1.0;17.9;0.0;-2.7
13.06.2013 01:00;59.1;26.7;1.1;0.30;14.4;0.1;0.8;17.5;0.0;-2.8
13.06.2013 02:00;47.8;29.4;1.3;0.30;15.1;0.2;0.8;16.9;0.0;-2.7
13.06.2013 03:00;25.5;46.9;1.1;0.30;16.9;0.2;1.0;16.6;0.0;-2.7
13.06.2013 04:00;47.8;19.1;1.1;0.20;17.0;0.1;0.7;15.9;0.0;-2.5
13.06.2013 05:00;45.6;19.6;0.9;0.20;14.2;0.1;0.7;15.7;0.0;2.5
13.06.2013 06:00;32.9;33.7;1.2;0.30;14.6;0.1;1.0;15.9;0.0;88.0
13.06.2013 07:00;50.3;26.6;1.7;0.20;15.4;0.1;0.9;16.8;0.0;251.9
13.06.2013 08:00;60.2;23.2;1.8;0.20;14.8;0.1;0.7;18.1;0.0;430.9
13.06.2013 09:00;73.9;20.1;1.4;0.20;16.2;0.1;0.6;19.7;0.0;586.9
13.06.2013 10:00;79.1;22.5;1.3;0.20;16.0;0.1;0.7;21.4;0.0;721.5
13.06.2013 11:00;95.9;17.4;1.1;0.20;15.7;0.1;0.7;23.0;0.0;831.4
13.06.2013 12:00;104.3;16.0;1.1;0.20;15.7;0.1;0.6;25.0;0.0;896.2
13.06.2013 13:00;112.6;19.2;1.1;0.20;14.3;0.1;0.6;26.4;0.0;911.5
13.06.2013 14:00;114.2;17.0;0.9;0.20;13.2;0.0;0.5;27.1;0.0;878.8
13.06.2013 15:00;112.1;12.5;0.9;0.20;13.6;0.0;0.5;28.0;0.0;801.3
13.06.2013 16:00;104.2;9.5;0.8;0.20;10.6;0.0;0.4;28.9;0.0;685.6
13.06.2013 17:00;107.3;9.5;0.8;0.20;10.8;0.0;0.4;28.5;0.0;544.9
13.06.2013 18:00;103.5;9.2;0.7;0.20;10.1;0.0;0.4;28.7;0.0;382.9
13.06.2013 19:00;90.3;11.9;0.8;0.20;9.4;0.1;0.4;28.2;0.0;183.8
13.06.2013 20:00;94.9;19.9;0.9;0.30;12.0;0.1;0.7;26.9;0.0;46.0
13.06.2013 21:00;72.4;14.6;0.9;0.20;26.3;0.1;0.5;22.3;0.0;-0.3
13.06.2013 22:00;69.1;8.6;0.6;0.20;31.0;0.0;0.1;18.2;0.0;-2.3
13.06.2013 23:00;85.1;7.0;0.5;0.20;8.2;0.0;0.1;16.8;0.8;-2.9
14.06.2013 00:00;92.2;5.4;0.5;0.10;;0.0;0.1;15.3;1.0;-1.8
14.06.2013 01:00;83.1;6.0;0.6;0.10;1.0;0.0;0.0;15.6;0.0;-2.1
14.06.2013 02:00;83.4;9.0;0.5;0.10;2.0;0.0;0.1;15.1;3.0;-0.8
14.06.2013 03:00;87.0;9.5;0.5;0.10;6.6;0.0;0.1;14.4;0.0;-0.5
14.06.2013 04:00;75.2;10.6;0.5;0.10;1.3;0.0;0.1;14.1;0.0;0.1
14.06.2013 05:00;58.8;14.8;0.5;0.20;0.8;0.0;0.1;13.7;0.0;0.2
14.06.2013 06:00;53.5;23.5;0.6;0.20;1.1;0.0;0.5;13.6;0.0;21.9
14.06.2013 07:00;58.9;21.9;0.6;0.20;1.7;0.0;0.4;13.6;0.0;122.2
14.06.2013 08:00;55.4;25.1;0.8;0.20;4.3;0.0;0.5;14.4;0.0;263.4
14.06.2013 09:00;52.5;20.2;0.6;0.20;5.1;0.0;0.4;15.1;0.0;271.0
14.06.2013 10:00;54.9;15.0;0.5;0.20;4.9;0.0;0.3;15.1;0.0;286.4
14.06.2013 11:00;57.1;14.9;0.6;0.20;5.1;0.0;0.3;15.5;0.0;388.6
14.06.2013 12:00;62.9;12.1;0.5;0.20;5.7;0.0;0.4;16.1;0.0;423.2
14.06.2013 13:00;68.3;10.8;0.5;0.20;4.4;0.0;0.2;16.8;0.0;384.6
14.06.2013 14:00;71.7;11.5;0.5;0.20;7.2;0.0;0.3;17.6;0.0;405.0
14.06.2013 15:00;77.1;9.9;0.5;0.20;5.3;0.0;0.3;18.0;0.0;329.1
14.06.2013 16:00;76.4;10.1;0.4;0.20;7.1;0.0;0.3;18.1;0.0;247.8
14.06.2013 17:00;75.5;12.1;0.5;0.20;9.1;0.0;0.4;18.1;0.0;173.8
14.06.2013 18:00;74.6;12.3;0.4;0.20;7.7;0.0;0.3;18.2;0.0;84.1
14.06.2013 19:00;75.7;11.3;0.5;0.20;10.0;0.0;0.3;18.1;0.0;83.1
14.06.2013 20:00;72.8;11.3;0.5;0.20;9.4;0.0;0.3;18.0;0.0;43.3
14.06.2013 21:00;69.9;12.0;0.5;0.20;6.4;0.0;0.3;17.7;0.0;1.0
14.06.2013 22:00;39.1;30.7;0.7;0.30;8.4;0.1;0.7;17.0;0.0;-2.7
14.06.2013 23:00;27.3;31.1;0.7;0.30;10.8;0.1;0.8;16.2;0.0;-2.7
15.06.2013 00:00;25.6;29.6;0.6;0.30;11.0;0.1;0.6;15.9;0.0;-2.8
15.06.2013 01:00;2.9;52.0;0.8;0.40;12.6;0.2;1.3;15.2;0.0;-2.7
15.06.2013 02:00;6.3;42.7;0.9;0.30;14.3;0.2;1.1;14.9;0.0;-2.7
15.06.2013 03:00;9.6;30.1;0.7;0.30;13.8;0.1;0.9;14.7;0.0;-2.2
15.06.2013 04:00;4.7;36.3;1.0;0.30;12.2;0.1;1.1;14.7;0.0;-2.1
15.06.2013 05:00;1.4;41.0;1.0;0.30;12.4;0.1;1.2;14.5;0.0;1.8
15.06.2013 06:00;3.5;35.3;1.1;0.30;14.3;0.1;1.2;14.6;0.9;18.6
15.06.2013 07:00;5.3;35.4;1.0;0.30;19.2;0.1;1.1;15.0;0.0;34.5
15.06.2013 08:00;11.2;27.9;1.3;0.30;17.4;0.1;1.3;15.9;0.0;182.5
15.06.2013 09:00;27.8;12.2;1.2;0.20;13.8;0.1;0.5;17.0;0.0;403.7
15.06.2013 10:00;36.3;11.7;1.2;0.20;12.0;0.0;0.5;19.2;0.0;712.6
15.06.2013 11:00;62.5;11.6;1.1;0.20;13.6;0.0;0.6;22.0;0.0;813.3
15.06.2013 12:00;84.3;8.9;1.0;0.20;12.0;0.0;0.4;23.8;0.0;904.4
15.06.2013 13:00;90.5;7.8;0.9;0.20;10.7;0.0;0.3;25.1;0.0;925.6
15.06.2013 14:00;95.4;8.5;0.8;0.20;9.3;0.0;0.4;26.5;0.0;866.1
15.06.2013 15:00;99.0;10.2;0.8;0.20;9.6;0.0;0.5;26.8;0.0;836.4
15.06.2013 16:00;101.6;12.2;0.9;0.20;11.3;0.0;0.6;26.6;0.0;703.2
15.06.2013 17:00;98.4;12.0;0.8;0.20;10.0;0.0;0.5;26.1;0.0;511.8
15.06.2013 18:00;92.4;11.2;0.7;0.20;12.4;0.1;0.5;25.3;0.0;342.3
15.06.2013 19:00;89.8;12.6;0.7;0.30;14.7;0.1;0.5;24.1;0.0;140.4
15.06.2013 20:00;85.9;14.7;0.7;0.30;10.4;0.0;0.6;22.3;0.0;60.5
15.06.2013 21:00;77.6;14.9;0.7;0.30;9.6;0.0;0.5;20.4;0.0;1.1
15.06.2013 22:00;63.8;20.6;0.7;0.30;11.8;0.1;0.7;19.9;0.0;-3.0
15.06.2013 23:00;48.6;22.3;0.8;0.30;13.9;0.1;0.7;19.5;1.7;-1.8
16.06.2013 00:00;50.2;25.3;0.8;0.30;14.1;0.1;0.8;18.8;0.0;-1.8
16.06.2013 01:00;32.6;35.2;0.7;0.30;15.0;0.1;1.0;18.3;0.0;-1.5
16.06.2013 02:00;42.1;22.7;0.7;0.20;14.0;0.1;0.7;18.0;0.0;-1.1
16.06.2013 03:00;58.3;11.8;0.6;0.20;8.7;0.1;0.3;18.0;0.0;-1.4
16.06.2013 04:00;56.9;10.9;0.6;0.20;5.6;0.0;0.2;17.4;0.1;-2.1
16.06.2013 05:00;44.2;12.9;0.6;0.20;4.3;0.0;0.3;17.2;0.0;0.7
16.06.2013 06:00;37.0;10.3;0.6;0.20;6.5;0.0;0.3;17.1;0.0;27.0
16.06.2013 07:00;46.3;8.7;0.8;0.20;6.9;0.0;0.2;17.5;0.0;93.6
16.06.2013 08:00;52.2;8.2;0.8;0.20;4.1;0.0;0.3;18.2;0.0;241.5
16.06.2013 09:00;60.9;8.4;0.9;0.20;6.3;0.0;0.2;19.3;0.0;535.7
16.06.2013 10:00;77.5;7.0;0.9;0.20;8.1;0.0;0.2;20.8;0.0;653.2
16.06.2013 11:00;85.7;6.3;0.7;0.30;8.8;0.0;0.3;22.1;0.0;822.2
16.06.2013 12:00;92.0;5.0;0.7;0.20;7.6;0.0;0.3;23.3;0.0;840.1
16.06.2013 13:00;99.3;8.4;0.9;0.50;8.6;0.0;0.4;25.5;0.0;913.9
16.06.2013 14:00;106.6;6.8;0.8;0.30;12.7;0.0;0.5;26.4;0.0;880.0
16.06.2013 15:00;117.5;10.9;1.0;0.40;10.7;0.0;0.5;27.5;0.0;796.4
16.06.2013 16:00;124.1;11.1;0.9;0.40;13.8;0.0;0.5;27.9;0.0;680.9
16.06.2013 17:00;112.2;12.3;0.8;0.40;13.9;0.0;0.5;28.3;0.0;534.8
16.06.2013 18:00;106.9;16.0;0.7;0.70;13.3;0.1;0.5;27.8;0.0;375.5
16.06.2013 19:00;104.6;17.1;0.6;0.80;13.0;0.1;0.6;27.2;0.0;214.9
16.06.2013 20:00;83.3;31.1;0.7;0.70;16.9;0.1;0.8;26.5;0.0;93.5
16.06.2013 21:00;68.5;36.0;0.8;0.70;18.5;0.2;0.9;25.4;0.0;4.5
16.06.2013 22:00;56.3;35.0;0.8;0.50;15.6;0.1;0.9;24.3;0.0;-2.7
16.06.2013 23:00;41.7;35.6;0.9;0.50;16.7;0.1;0.9;23.0;0.0;-2.7
17.06.2013 00:00;37.8;37.2;1.0;0.50;16.4;0.3;1.0;22.9;0.0;-3.0
17.06.2013 01:00;36.0;33.0;0.9;0.30;18.0;0.1;1.0;22.1;0.0;-2.8
17.06.2013 02:00;41.0;26.1;0.9;0.30;17.7;0.1;1.0;21.3;0.0;-3.0
17.06.2013 03:00;54.4;15.7;0.9;0.20;15.9;0.1;0.7;20.9;0.0;-2.7
17.06.2013 04:00;33.8;16.0;0.8;0.20;12.7;0.1;0.8;19.8;0.0;-2.4
17.06.2013 05:00;31.8;14.7;0.8;0.20;13.0;0.1;0.6;19.4;0.0;4.3
17.06.2013 06:00;31.1;22.0;0.8;0.30;13.6;0.1;0.8;19.8;0.0;91.3
17.06.2013 07:00;17.4;46.8;1.5;0.40;16.8;0.2;2.3;20.6;0.0;244.3
17.06.2013 08:00;30.8;48.1;1.9;0.40;23.7;0.2;2.5;22.5;0.0;414.6
17.06.2013 09:00;50.8;41.9;1.2;0.30;19.3;0.1;1.1;24.4;0.0;575.1
17.06.2013 10:00;64.7;39.5;1.2;0.30;10.2;0.1;1.2;26.5;0.0;710.1
17.06.2013 11:00;88.9;29.8;1.0;0.30;17.4;0.1;1.0;28.1;0.0;816.7
17.06.2013 12:00;117.0;15.3;0.8;0.20;16.5;0.1;0.6;30.4;0.0;894.3
17.06.2013 13:00;123.0;10.7;0.6;0.20;14.8;0.1;0.5;32.3;0.0;898.6
17.06.2013 14:00;123.7;7.7;0.6;0.20;14.8;0.0;0.4;32.9;0.0;872.9
17.06.2013 15:00;127.4;7.5;0.6;0.20;15.3;0.0;0.4;33.5;0.0;794.3
17.06.2013 16:00;122.7;8.2;0.5;0.20;20.2;0.0;0.4;34.2;0.0;678.1
17.06.2013 17:00;124.6;13.8;0.6;0.20;18.3;0.1;0.4;34.0;0.0;530.4
17.06.2013 18:00;112.7;22.2;0.6;0.30;19.6;0.1;0.6;33.4;0.0;367.1
17.06.2013 19:00;94.7;33.4;0.7;0.40;19.4;0.1;0.8;32.9;0.0;192.5
17.06.2013 20:00;71.9;46.8;0.7;0.60;21.3;0.1;1.0;30.8;0.0;37.6
17.06.2013 21:00;46.9;55.4;1.0;0.70;23.4;0.2;1.3;28.9;0.0;0.7
17.06.2013 22:00;33.2;57.2;1.3;0.60;24.4;0.2;1.3;27.5;0.0;-3.2
17.06.2013 23:00;33.6;47.2;1.1;0.50;23.9;0.2;1.2;25.9;0.0;-3.1
18.06.2013 00:00;29.0;43.0;1.1;0.40;23.6;0.2;1.1;24.8;0.0;-3.3
18.06.2013 01:00;19.3;48.4;1.3;0.40;25.5;0.2;1.2;24.3;0.0;-2.8
18.06.2013 02:00;32.4;30.3;1.1;0.30;23.3;0.1;0.9;23.4;0.0;-2.5
18.06.2013 03:00;43.6;17.5;1.0;0.20;21.4;0.1;0.7;23.0;0.0;-2.2
18.06.2013 04:00;49.6;12.2;0.8;0.20;19.8;0.1;0.6;22.2;0.0;-2.9
18.06.2013 05:00;45.0;21.2;0.8;0.20;20.5;0.1;0.7;22.6;0.0;4.8
18.06.2013 06:00;48.5;21.0;0.8;0.20;22.6;0.1;0.8;22.3;0.0;96.7
18.06.2013 07:00;40.6;33.8;0.9;0.30;21.8;0.1;1.0;22.6;0.0;166.1
18.06.2013 08:00;50.0;30.9;1.0;0.30;25.9;0.1;0.9;23.8;0.0;407.7
18.06.2013 09:00;69.9;21.8;1.6;0.20;23.0;0.1;0.8;25.3;0.0;565.6
18.06.2013 10:00;78.4;22.5;1.4;0.20;23.6;0.1;0.9;26.9;0.0;699.4
18.06.2013 11:00;99.9;31.8;1.4;0.30;24.5;0.1;1.1;29.8;0.0;801.0
18.06.2013 12:00;129.3;17.9;1.2;0.20;31.9;0.1;0.9;32.1;0.0;867.8
18.06.2013 13:00;126.5;22.2;1.1;0.20;28.5;0.1;0.8;32.7;0.0;887.6
18.06.2013 14:00;134.1;19.6;1.2;0.20;29.2;0.1;0.8;33.7;0.0;858.4
18.06.2013 15:00;147.4;12.7;1.1;0.20;27.6;0.0;0.6;34.4;0.0;780.6
18.06.2013 16:00;149.3;17.6;1.2;0.20;26.9;0.1;0.8;35.0;0.0;661.2
18.06.2013 17:00;148.0;17.2;1.2;0.20;24.8;0.1;0.7;35.0;0.0;520.8
18.06.2013 18:00;155.9;13.8;1.1;0.20;22.9;0.1;0.7;34.8;0.0;360.1
18.06.2013 19:00;154.6;13.5;1.1;0.20;24.5;0.1;0.8;34.0;0.0;251.3
18.06.2013 20:00;116.6;10.1;0.6;0.20;22.4;0.0;0.4;28.9;4.0;127.1
18.06.2013 21:00;110.1;10.0;0.5;0.20;17.3;0.0;0.3;26.1;2.0;9.7
18.06.2013 22:00;88.3;15.2;0.6;0.20;12.2;0.0;0.4;24.0;0.0;-3.5
18.06.2013 23:00;82.8;13.3;0.6;0.20;11.3;0.1;0.4;23.9;0.0;-3.5
19.06.2013 00:00;77.0;14.9;0.8;0.20;11.7;0.1;0.5;24.0;0.0;-3.5
19.06.2013 01:00;75.8;11.0;0.8;0.20;13.0;0.0;0.3;23.8;0.0;-3.6
19.06.2013 02:00;71.3;12.6;0.9;0.20;12.5;0.1;0.4;23.1;0.0;-3.3
19.06.2013 03:00;70.6;10.7;0.8;0.20;13.6;0.1;0.4;22.9;0.0;-3.8
19.06.2013 04:00;65.1;16.8;0.8;0.20;12.0;0.1;0.5;21.8;0.0;-3.3
19.06.2013 05:00;47.2;26.6;1.0;0.20;13.3;0.2;0.6;20.8;0.0;3.0
19.06.2013 06:00;35.7;44.1;1.3;0.30;13.8;0.2;1.2;20.8;0.0;107.9
19.06.2013 07:00;39.5;50.3;1.3;0.30;14.6;0.1;1.5;21.8;0.0;253.1
19.06.2013 08:00;39.3;55.6;1.5;0.30;16.4;0.2;1.5;23.3;0.0;390.0
19.06.2013 09:00;40.8;62.1;2.0;0.30;18.0;0.2;1.9;25.5;0.0;506.9
19.06.2013 10:00;58.7;53.4;2.1;0.30;21.4;0.2;1.6;26.9;0.0;526.9
19.06.2013 11:00;79.4;51.4;1.6;0.30;23.9;0.1;1.5;28.6;0.0;555.2
19.06.2013 12:00;102.4;44.3;1.5;0.30;26.5;0.1;1.3;29.8;0.0;508.9
19.06.2013 13:00;125.1;30.4;1.0;0.20;23.4;0.1;1.1;30.3;0.0;510.2
19.06.2013 14:00;133.3;21.7;0.8;0.20;19.3;0.1;0.8;31.1;0.0;481.6
19.06.2013 15:00;139.5;15.9;0.7;0.20;17.7;0.1;0.8;30.6;0.0;339.8
19.06.2013 16:00;137.0;18.3;0.7;0.20;18.4;0.1;1.0;30.8;0.0;416.6
19.06.2013 17:00;142.8;15.8;0.7;0.20;20.3;0.1;0.8;31.2;0.0;540.4
19.06.2013 18:00;136.0;13.9;0.6;0.20;16.9;0.1;0.5;32.0;0.0;417.1
19.06.2013 19:00;135.3;19.1;0.6;0.30;14.7;0.1;0.7;31.6;0.0;225.6
19.06.2013 20:00;116.9;48.1;0.8;0.60;19.9;0.1;1.2;29.8;0.0;66.0
19.06.2013 21:00;96.6;55.2;1.1;0.70;27.5;0.2;1.7;27.9;0.0;-0.7
19.06.2013 22:00;59.1;52.3;1.1;0.60;28.3;0.2;1.5;26.3;0.0;-3.6
19.06.2013 23:00;43.2;55.7;1.3;0.50;21.3;0.2;1.5;25.4;0.0;-3.7
20.06.2013 00:00;32.7;62.5;1.3;0.40;25.0;0.2;1.8;24.0;0.0;-3.5
20.06.2013 01:00;59.2;46.9;1.4;0.30;23.0;0.1;1.4;23.8;0.0;-3.5
20.06.2013 02:00;69.6;32.4;1.2;0.30;24.3;0.1;1.2;23.2;0.0;-3.1
20.06.2013 03:00;67.2;25.9;1.2;0.30;23.7;0.2;1.0;22.4;0.0;-3.0
20.06.2013 04:00;57.0;24.8;1.2;0.20;22.9;0.2;0.9;21.9;0.0;-2.9
20.06.2013 05:00;44.5;44.2;1.1;0.20;22.3;0.1;1.3;21.6;0.0;3.5
20.06.2013 06:00;47.1;46.2;1.1;0.30;26.8;0.1;1.5;21.5;0.0;78.9
20.06.2013 07:00;54.6;47.0;1.3;0.30;23.1;0.1;1.5;22.3;0.0;238.9
20.06.2013 08:00;72.1;30.9;1.1;0.20;23.4;0.1;1.3;23.0;0.0;198.3
20.06.2013 09:00;64.8;26.1;1.0;0.20;23.7;0.1;1.2;22.5;0.0;78.3
20.06.2013 10:00;61.5;30.6;1.0;0.20;27.4;0.1;1.1;22.5;0.0;128.9
20.06.2013 11:00;63.9;28.9;1.0;0.20;27.4;0.1;1.2;22.6;0.0;228.3
20.06.2013 12:00;76.9;19.5;0.9;0.20;22.3;0.1;0.7;23.5;0.0;566.4
20.06.2013 13:00;88.8;16.8;0.8;0.20;14.8;0.1;0.4;24.7;0.0;645.2
20.06.2013 14:00;90.6;21.3;0.8;0.20;14.6;0.1;0.7;25.0;0.2;328.7
20.06.2013 15:00;72.9;29.5;0.7;0.20;14.6;0.1;0.8;23.5;0.0;144.6
20.06.2013 16:00;76.3;27.9;0.8;0.20;19.0;0.1;0.9;24.3;0.0;345.2
20.06.2013 17:00;101.0;17.2;0.8;0.20;15.6;0.1;0.6;24.7;0.0;413.0
20.06.2013 18:00;92.7;29.3;0.9;0.30;12.9;0.1;0.9;25.2;0.0;175.9
20.06.2013 19:00;79.3;27.1;0.8;0.30;19.0;0.1;1.1;24.3;0.0;110.4
20.06.2013 20:00;88.6;12.0;0.5;0.20;20.8;0.0;0.2;19.2;2.7;5.1
20.06.2013 21:00;82.5;12.9;0.5;0.20;11.4;0.0;0.3;16.9;0.2;-0.1
20.06.2013 22:00;77.8;9.5;0.5;0.20;6.8;0.0;0.3;17.0;0.3;-1.9
20.06.2013 23:00;67.3;10.8;0.5;0.20;6.8;0.0;0.3;16.7;2.1;-1.1
21.06.2013 00:00;65.3;11.0;0.5;0.20;6.5;0.0;0.3;17.1;0.0;-0.7
21.06.2013 01:00;76.3;6.8;0.5;0.10;9.4;0.0;0.2;16.9;0.1;-2.4
21.06.2013 02:00;74.3;5.9;0.4;0.10;6.2;0.0;0.2;16.7;0.0;-1.3
21.06.2013 03:00;71.9;6.5;0.4;0.10;4.8;0.0;0.3;16.5;0.0;-2.2
21.06.2013 04:00;68.6;7.3;0.5;0.10;4.6;0.0;0.3;16.7;0.0;-1.6
21.06.2013 05:00;58.8;8.6;0.5;0.10;4.4;0.0;0.2;16.5;0.0;1.9
21.06.2013 06:00;49.6;16.1;0.5;0.20;5.5;0.0;0.4;16.6;0.0;27.2
21.06.2013 07:00;48.6;28.5;0.6;0.20;6.1;0.0;0.6;17.1;0.0;63.2
21.06.2013 08:00;59.6;18.5;0.6;0.20;8.9;0.1;0.5;17.5;0.0;190.2
21.06.2013 09:00;70.4;12.2;0.7;0.20;8.7;0.0;0.4;18.9;0.0;448.0
21.06.2013 10:00;73.4;13.3;0.6;0.20;6.8;0.0;0.4;19.3;0.0;427.3
