Station: Z�rich-Kaserne
Urban
Hourly means, PREC: Hourly sums
CET, ending time
Source: NABEL/MeteoSchweiz
Date/time;O3 [痢/m設;NO2 [痢/m設;SO2 [痢/m設;CO [mg/m設;PM10 [痢/m設;NMVOC [ppm];EC [痢/m設;TEMP [蚓];PREC [mm];RAD [W/m淫
31.12.2012 01:00;70.1;9.0;1.7;0.20;5.9;0.0;0.1;6.6;0.0;-3.3
31.12.2012 02:00;73.1;7.4;1.5;0.20;6.7;0.0;0.1;6.9;0.0;-3.6
31.12.2012 03:00;48.1;15.0;1.6;0.20;7.3;0.0;0.3;5.0;0.0;-2.7
31.12.2012 04:00;43.9;15.1;1.8;0.20;7.4;0.0;0.3;4.4;0.0;-3.0
31.12.2012 05:00;41.1;16.7;2.1;0.30;7.1;0.0;0.3;4.1;0.0;-2.9
31.12.2012 06:00;35.7;22.7;2.9;0.30;8.1;0.0;0.3;4.0;0.0;-2.7
31.12.2012 07:00;25.0;33.5;4.1;0.30;7.7;0.0;0.4;3.8;0.0;-2.5
31.12.2012 08:00;21.1;38.6;4.1;0.30;6.8;0.0;0.4;3.8;0.0;-2.3
31.12.2012 09:00;25.8;36.7;4.0;0.30;7.5;0.1;0.4;3.8;0.0;22.4
31.12.2012 10:00;36.3;29.0;3.6;0.20;8.5;0.0;0.4;4.2;0.0;109.9
31.12.2012 11:00;42.0;24.6;3.4;0.30;8.6;0.0;0.4;4.9;0.0;217.7
31.12.2012 12:00;47.5;21.8;3.2;0.20;8.4;0.0;0.4;5.7;0.0;268.9
31.12.2012 13:00;49.6;21.7;3.3;0.30;8.3;0.0;0.4;6.6;0.0;301.7
31.12.2012 14:00;50.9;23.1;3.1;0.30;8.0;0.0;0.4;7.1;0.0;272.1
31.12.2012 15:00;61.8;16.7;2.3;0.20;8.8;0.0;0.3;7.7;0.0;181.7
31.12.2012 16:00;50.9;26.4;3.2;0.30;9.1;0.0;0.4;7.3;0.0;77.7
31.12.2012 17:00;40.1;36.7;3.0;0.30;8.2;0.1;0.5;6.6;0.0;14.6
31.12.2012 18:00;31.0;45.9;3.9;0.30;8.7;0.1;0.6;6.1;0.0;-2.9
31.12.2012 19:00;12.8;59.3;4.5;0.40;10.3;0.1;0.8;5.4;0.0;-2.9
31.12.2012 20:00;3.1;68.9;6.9;0.50;16.3;0.1;1.4;4.5;0.0;-2.9
31.12.2012 21:00;2.9;67.1;7.6;0.50;21.4;0.1;1.6;4.1;0.0;-2.8
31.12.2012 22:00;3.6;66.7;11.9;0.70;33.4;0.3;2.3;3.4;0.0;-2.8
31.12.2012 23:00;3.7;63.9;12.1;0.70;60.6;0.3;2.2;3.1;0.0;-2.7
01.01.2013 00:00;3.2;62.4;8.6;0.70;54.6;0.2;2.2;2.7;0.0;-2.7
01.01.2013 01:00;3.4;59.8;18.4;0.70;86.5;0.3;2.6;2.4;0.0;-2.8
01.01.2013 02:00;3.2;55.8;15.2;0.70;197.5;0.3;2.3;1.9;0.0;-2.8
01.01.2013 03:00;2.6;55.2;13.9;0.70;173.6;0.3;2.2;1.8;0.0;-2.6
01.01.2013 04:00;2.4;53.8;10.4;0.70;145.1;0.3;2.1;1.4;0.0;-2.5
01.01.2013 05:00;1.8;53.2;10.6;0.60;119.5;0.2;1.9;1.7;0.0;-2.4
01.01.2013 06:00;3.1;47.5;8.6;0.50;90.0;0.2;1.4;2.8;0.0;-2.3
01.01.2013 07:00;5.3;42.6;7.2;0.50;59.8;0.1;1.2;3.0;0.0;-1.9
01.01.2013 08:00;5.4;43.7;7.8;0.50;47.8;0.1;1.0;3.6;0.0;-1.6
01.01.2013 09:00;47.9;20.8;5.3;0.30;33.3;0.1;0.4;6.5;0.0;6.0
01.01.2013 10:00;57.0;14.4;3.9;0.30;12.9;0.0;0.3;6.5;0.0;29.4
01.01.2013 11:00;67.7;9.6;2.9;0.20;11.3;0.0;0.3;7.5;0.0;56.4
01.01.2013 12:00;69.4;8.6;2.5;0.20;9.1;0.0;0.3;7.6;0.0;68.5
01.01.2013 13:00;69.2;9.3;2.5;0.20;8.4;0.0;0.3;7.6;0.0;49.5
01.01.2013 14:00;71.9;8.3;2.4;0.20;7.8;0.0;0.9;7.7;0.0;44.2
01.01.2013 15:00;72.5;8.8;2.5;0.20;9.4;0.0;0.3;7.4;0.1;29.0
01.01.2013 16:00;74.3;8.1;2.4;0.20;8.2;0.0;0.2;7.1;0.1;6.4
01.01.2013 17:00;67.7;11.6;2.5;0.20;8.3;0.0;0.2;6.5;0.7;0.4
01.01.2013 18:00;72.2;10.3;2.2;0.20;7.7;0.0;0.1;6.3;1.0;-2.4
01.01.2013 19:00;70.1;10.6;2.1;0.20;4.8;0.0;0.2;6.5;0.5;-2.6
01.01.2013 20:00;68.3;11.9;2.2;0.20;5.4;0.0;0.2;6.4;0.6;-2.6
01.01.2013 21:00;59.7;15.6;2.3;0.20;6.9;0.0;0.3;6.1;0.1;-2.3
01.01.2013 22:00;65.8;11.4;2.2;0.20;7.9;0.0;0.2;6.4;0.1;-2.7
01.01.2013 23:00;66.9;10.5;1.8;0.20;4.0;0.0;0.2;6.3;0.0;-2.6
02.01.2013 00:00;60.7;12.5;1.6;0.20;5.4;0.0;0.2;6.1;0.2;-2.5
02.01.2013 01:00;53.6;16.1;1.7;0.20;7.4;0.0;0.2;5.8;0.0;-2.3
02.01.2013 02:00;60.6;12.6;1.6;0.20;4.5;0.0;0.1;5.4;0.0;-2.1
02.01.2013 03:00;61.2;12.9;1.6;0.20;2.6;0.0;0.2;5.2;0.3;-2.2
02.01.2013 04:00;60.9;13.5;1.7;0.20;5.0;0.0;0.1;4.9;0.0;-2.1
02.01.2013 05:00;61.9;14.3;1.6;0.20;6.1;0.0;0.1;4.3;0.8;-1.7
02.01.2013 06:00;56.9;20.9;1.6;0.20;6.2;0.0;0.2;4.2;0.0;-2.2
02.01.2013 07:00;53.7;19.1;1.9;0.20;6.8;0.0;0.2;3.8;0.0;-2.8
02.01.2013 08:00;39.4;30.2;2.7;0.20;7.2;0.0;0.3;3.5;0.0;-2.8
02.01.2013 09:00;25.3;46.0;4.0;0.30;9.0;0.1;0.4;3.4;0.0;9.0
02.01.2013 10:00;19.3;49.2;6.1;0.30;10.3;0.1;0.5;3.4;0.0;104.1
02.01.2013 11:00;17.8;51.8;8.4;0.30;12.1;0.1;0.6;4.3;0.0;100.5
02.01.2013 12:00;28.1;42.8;5.7;0.30;12.0;0.1;0.5;4.5;0.0;91.1
02.01.2013 13:00;56.1;23.0;4.2;0.30;10.2;0.0;0.3;4.9;0.0;133.6
02.01.2013 14:00;60.5;19.4;3.1;0.20;11.0;0.0;0.3;5.0;0.0;92.2
02.01.2013 15:00;65.0;18.2;2.7;0.20;10.2;0.0;0.2;5.2;0.0;118.1
02.01.2013 16:00;68.4;18.0;2.6;0.20;8.3;0.0;0.2;5.5;0.0;130.5
02.01.2013 17:00;57.4;27.2;2.5;0.30;8.7;0.1;0.3;5.0;0.0;10.7
02.01.2013 18:00;26.0;51.0;4.7;0.40;9.4;0.1;0.6;4.1;0.0;-2.9
02.01.2013 19:00;3.5;74.4;6.7;0.50;11.4;0.2;1.0;3.3;0.0;-3.0
02.01.2013 20:00;2.2;73.6;8.8;0.60;15.7;0.2;1.7;2.8;0.0;-2.8
02.01.2013 21:00;2.0;71.1;7.9;0.60;16.3;0.2;1.6;2.2;0.0;-3.0
02.01.2013 22:00;1.7;65.3;7.0;0.60;17.6;0.2;1.4;2.0;0.0;-2.8
02.01.2013 23:00;1.9;65.7;9.2;0.60;18.6;0.2;1.8;1.6;0.0;-2.9
03.01.2013 00:00;1.9;63.5;7.1;0.60;19.6;0.2;1.6;1.3;0.0;-2.8
03.01.2013 01:00;1.5;59.4;7.1;0.60;20.1;0.2;1.4;1.1;0.0;-2.6
03.01.2013 02:00;1.2;55.2;6.3;0.50;19.8;0.1;1.2;0.6;0.0;-2.8
03.01.2013 03:00;1.2;52.8;5.6;0.40;17.6;0.1;1.2;0.4;0.0;-2.7
03.01.2013 04:00;1.1;52.6;6.1;0.50;19.0;0.1;1.2;0.4;0.0;-2.6
03.01.2013 05:00;1.0;48.9;6.0;0.50;18.3;0.1;1.2;0.3;0.0;-2.5
03.01.2013 06:00;1.3;47.5;8.2;0.50;19.8;0.1;1.1;0.8;0.0;-1.7
03.01.2013 07:00;1.4;53.0;10.6;0.50;19.6;0.1;1.4;1.1;0.0;-1.0
03.01.2013 08:00;25.0;39.5;7.4;0.30;17.1;0.0;0.4;2.0;0.0;-2.0
03.01.2013 09:00;2.5;64.8;8.1;0.50;13.3;0.1;1.3;1.7;0.0;13.3
03.01.2013 10:00;29.2;40.7;6.5;0.30;15.7;0.1;0.5;2.3;0.0;100.4
03.01.2013 11:00;42.7;29.5;5.5;0.20;8.9;0.0;0.4;3.4;0.0;237.5
03.01.2013 12:00;46.6;28.8;3.8;0.30;10.6;0.0;0.5;4.4;0.0;172.0
03.01.2013 13:00;47.8;26.5;3.9;0.30;9.3;0.0;0.5;4.7;;107.8
03.01.2013 14:00;48.4;25.4;3.5;0.30;10.6;0.0;0.4;5.0;0.0;107.3
03.01.2013 15:00;45.8;27.8;3.4;0.30;9.4;0.0;0.5;5.0;0.0;58.2
03.01.2013 16:00;41.1;32.0;3.0;0.30;9.7;0.0;0.5;4.5;0.4;22.8
03.01.2013 17:00;16.1;55.6;3.5;0.40;11.2;0.1;0.8;4.3;0.0;1.4
03.01.2013 18:00;30.2;42.3;3.5;0.30;12.4;0.1;0.6;4.4;0.0;-1.9
03.01.2013 19:00;27.6;44.7;3.6;0.30;9.9;0.1;0.6;4.6;0.0;-1.0
03.01.2013 20:00;30.5;41.2;3.6;0.30;12.2;0.1;0.6;4.9;0.0;-1.2
03.01.2013 21:00;18.4;51.2;4.1;0.40;13.8;0.1;0.8;4.8;0.0;-1.0
03.01.2013 22:00;12.4;55.2;4.9;0.40;15.7;0.1;0.8;4.9;0.0;-1.1
03.01.2013 23:00;14.8;50.2;4.4;0.40;16.5;0.1;0.8;4.8;0.0;-1.1
04.01.2013 00:00;23.5;41.3;3.9;0.30;15.0;0.1;0.7;4.9;0.0;-1.0
04.01.2013 01:00;24.3;37.6;3.2;0.40;15.0;0.1;0.7;4.9;0.0;-2.0
04.01.2013 02:00;20.6;39.7;3.2;0.40;16.5;0.1;0.8;5.0;0.0;-1.0
04.01.2013 03:00;21.6;35.9;3.0;0.40;15.6;0.1;0.9;4.9;0.0;-1.3
04.01.2013 04:00;30.9;25.4;3.0;0.30;16.6;0.0;0.7;5.0;0.0;-1.1
04.01.2013 05:00;29.5;26.8;3.1;0.30;15.8;0.0;0.7;5.1;0.0;-0.9
04.01.2013 06:00;28.4;25.8;2.9;0.30;16.0;0.0;0.6;5.3;0.0;-1.1
04.01.2013 07:00;25.2;29.7;3.7;0.30;16.7;0.0;0.6;5.4;0.0;-1.0
04.01.2013 08:00;23.2;31.7;3.4;0.30;15.5;0.0;0.6;5.4;0.0;-1.0
04.01.2013 09:00;18.7;35.1;3.5;0.30;18.2;0.0;0.6;5.5;0.0;8.1
04.01.2013 10:00;16.8;42.8;4.6;0.30;17.4;0.1;0.7;5.9;0.0;38.0
04.01.2013 11:00;11.3;54.4;5.9;0.40;13.6;0.1;1.1;6.5;0.0;44.7
04.01.2013 12:00;12.2;51.9;6.4;0.40;17.2;0.1;1.0;6.7;0.0;74.8
04.01.2013 13:00;21.6;44.0;5.4;0.30;15.1;0.1;0.8;7.1;0.0;98.4
04.01.2013 14:00;29.8;38.2;4.5;0.30;10.8;0.1;0.5;7.5;0.0;86.0
04.01.2013 15:00;19.3;50.5;5.6;0.40;12.6;0.1;0.9;7.9;0.0;58.8
04.01.2013 16:00;19.5;44.3;4.2;0.30;13.5;0.1;0.8;7.6;0.0;41.9
04.01.2013 17:00;20.5;42.2;3.4;0.30;13.7;0.1;0.8;7.4;0.0;6.8
04.01.2013 18:00;15.2;48.4;3.5;0.40;13.8;0.1;0.9;7.4;0.0;-1.0
04.01.2013 19:00;5.5;57.6;4.2;0.40;16.7;0.1;1.0;7.5;0.0;-1.0
04.01.2013 20:00;1.3;62.2;4.9;0.50;17.7;0.1;1.3;7.6;0.0;-1.0
04.01.2013 21:00;2.5;56.3;3.9;0.40;17.4;0.1;1.2;7.2;0.0;-1.0
04.01.2013 22:00;1.3;56.6;4.5;0.50;20.7;0.1;1.2;7.4;0.0;-1.0
04.01.2013 23:00;1.4;56.6;5.5;0.50;22.4;0.1;1.2;7.6;0.0;-0.9
05.01.2013 00:00;1.0;55.7;4.7;0.50;23.9;0.1;1.4;7.3;0.0;-0.9
05.01.2013 01:00;0.9;52.4;3.8;0.50;24.1;0.1;1.4;7.2;0.0;-1.0
05.01.2013 02:00;1.0;51.4;3.5;0.50;26.2;0.1;1.5;7.3;0.0;-1.1
05.01.2013 03:00;1.5;46.9;3.9;0.50;25.3;0.1;1.4;7.4;0.0;-1.0
05.01.2013 04:00;8.8;33.4;3.6;0.40;23.3;0.1;1.0;7.9;0.0;-1.1
05.01.2013 05:00;4.7;40.7;3.4;0.40;21.7;0.1;1.1;7.6;0.0;-0.9
05.01.2013 06:00;1.0;44.8;3.3;0.40;22.9;0.1;1.2;7.4;0.0;-1.1
05.01.2013 07:00;3.7;41.1;4.2;0.40;21.9;0.1;1.0;7.6;0.0;-1.4
05.01.2013 08:00;5.7;39.0;3.9;0.30;20.6;0.1;0.8;7.5;0.0;-1.5
05.01.2013 09:00;4.8;41.4;5.2;0.40;19.3;0.1;0.8;7.5;0.0;8.7
05.01.2013 10:00;13.6;36.3;4.9;0.40;16.6;0.1;0.9;7.6;0.0;55.3
05.01.2013 11:00;17.9;34.7;4.9;0.40;16.3;0.1;0.9;7.8;0.0;103.4
05.01.2013 12:00;27.4;29.4;4.1;0.30;15.1;0.1;0.7;8.2;0.0;103.3
05.01.2013 13:00;31.6;26.3;3.5;0.30;13.1;0.1;0.6;8.1;0.0;104.6
05.01.2013 14:00;38.1;24.6;2.8;0.30;7.9;0.1;0.4;7.8;0.0;70.9
05.01.2013 15:00;41.3;26.1;2.5;0.30;6.9;0.1;0.4;7.6;0.0;59.3
05.01.2013 16:00;45.4;23.3;2.4;0.30;7.9;0.0;0.4;7.5;0.0;61.5
05.01.2013 17:00;45.2;22.5;2.3;0.30;8.6;0.0;0.4;7.5;0.0;19.7
05.01.2013 18:00;42.4;24.6;2.5;0.30;7.5;0.1;0.4;7.2;0.0;-1.4
05.01.2013 19:00;42.6;22.3;2.3;0.30;8.8;0.1;0.5;7.2;0.0;-1.3
05.01.2013 20:00;37.5;26.3;2.5;0.30;8.7;0.1;0.5;7.1;0.0;-1.3
05.01.2013 21:00;40.2;22.3;2.2;0.30;10.4;0.1;0.4;6.9;0.0;-1.0
05.01.2013 22:00;44.7;17.3;2.1;0.30;12.1;0.0;0.4;6.9;0.0;-1.1
05.01.2013 23:00;44.6;16.3;2.1;0.30;10.4;0.0;0.3;6.8;0.0;-1.0
06.01.2013 00:00;42.8;17.2;1.7;0.30;10.5;0.1;0.4;6.8;0.0;-1.0
06.01.2013 01:00;42.4;17.5;1.5;0.30;12.1;0.1;0.4;6.6;0.0;-1.1
06.01.2013 02:00;37.6;21.9;1.8;0.30;12.2;0.1;0.5;6.5;0.0;-1.2
06.01.2013 03:00;21.5;34.5;2.3;0.30;12.6;0.1;0.7;6.3;0.0;-1.0
06.01.2013 04:00;32.3;22.9;2.1;0.30;13.3;0.1;0.5;6.2;0.0;-1.0
06.01.2013 05:00;44.2;13.3;1.8;0.20;13.0;0.0;0.3;6.3;0.0;-1.0
06.01.2013 06:00;38.9;15.8;1.8;0.20;12.8;0.0;0.4;6.1;0.0;-1.0
06.01.2013 07:00;35.7;19.2;2.3;0.20;15.9;0.0;0.4;6.1;0.0;-1.0
06.01.2013 08:00;37.6;16.9;2.5;0.20;14.9;0.0;0.3;6.1;0.0;-1.0
06.01.2013 09:00;42.8;12.9;2.0;0.20;11.4;0.0;0.2;6.1;0.0;2.7
06.01.2013 10:00;43.4;11.5;1.8;0.20;11.5;0.0;0.2;5.9;0.0;22.4
06.01.2013 11:00;39.9;14.5;1.8;0.20;10.8;0.0;0.3;5.9;0.0;64.2
06.01.2013 12:00;40.1;15.8;1.9;0.20;12.9;0.0;0.4;6.1;0.0;79.5
06.01.2013 13:00;47.3;12.2;1.6;0.20;10.4;0.0;0.3;5.8;0.0;69.3
06.01.2013 14:00;45.4;13.0;1.5;0.20;11.4;0.0;0.4;5.9;0.0;57.4
06.01.2013 15:00;41.2;18.1;1.6;0.30;11.3;0.0;0.4;6.1;0.0;38.3
06.01.2013 16:00;30.3;25.7;2.1;0.30;9.9;0.0;0.5;5.9;0.0;20.6
06.01.2013 17:00;30.1;24.9;2.3;0.30;14.0;0.0;0.6;5.8;0.0;4.9
06.01.2013 18:00;31.4;22.1;2.1;0.30;13.8;0.0;0.5;5.6;0.0;-1.1
06.01.2013 19:00;27.2;23.1;2.1;0.30;13.7;0.0;0.5;5.5;0.0;-1.0
06.01.2013 20:00;34.2;15.8;1.9;0.20;13.2;0.0;0.4;5.5;0.0;-1.3
06.01.2013 21:00;28.7;22.6;1.6;0.30;12.4;0.0;0.4;5.2;0.0;-2.3
06.01.2013 22:00;17.1;34.0;3.3;0.30;13.5;0.1;0.7;5.3;0.0;-1.4
06.01.2013 23:00;23.2;26.4;3.0;0.30;14.2;0.1;0.5;5.3;0.0;-1.5
07.01.2013 00:00;14.3;34.1;2.7;0.30;14.3;0.1;0.6;4.6;0.0;-2.6
07.01.2013 01:00;12.0;34.2;2.9;0.30;15.2;0.1;0.6;4.5;0.0;-1.6
07.01.2013 02:00;25.1;23.0;2.9;0.30;15.4;0.0;0.6;4.4;0.0;-1.0
07.01.2013 03:00;30.4;17.0;1.9;0.20;12.7;0.0;0.3;4.4;0.0;-0.9
07.01.2013 04:00;32.0;16.7;2.0;0.20;14.8;0.0;0.4;4.7;0.0;-1.0
07.01.2013 05:00;34.9;15.1;1.6;0.20;16.0;0.0;0.3;4.5;0.0;-1.0
07.01.2013 06:00;33.6;16.5;1.6;0.20;14.9;0.0;0.3;4.4;0.0;-0.8
07.01.2013 07:00;30.3;19.9;1.5;0.20;15.7;0.0;0.4;4.2;0.0;-0.8
07.01.2013 08:00;18.5;28.9;1.5;0.30;17.6;0.0;0.5;4.1;0.0;-0.6
07.01.2013 09:00;14.1;34.4;1.4;0.30;19.2;0.0;0.6;4.0;0.0;8.3
07.01.2013 10:00;10.0;38.3;1.5;0.30;21.5;0.1;0.8;3.6;0.0;28.3
07.01.2013 11:00;17.3;27.7;1.1;0.30;17.6;0.1;0.6;3.6;0.0;50.7
07.01.2013 12:00;18.4;27.4;1.2;0.30;15.5;0.1;0.6;3.7;0.0;60.1
07.01.2013 13:00;25.9;22.1;1.2;0.30;14.0;0.0;0.5;4.2;0.0;112.1
07.01.2013 14:00;26.0;20.8;1.4;0.30;13.2;0.0;0.4;4.6;0.0;125.9
07.01.2013 15:00;19.8;28.1;1.6;0.30;11.7;0.1;0.5;4.8;0.0;60.1
07.01.2013 16:00;10.7;39.8;2.1;0.30;13.2;0.1;0.6;5.1;0.0;27.8
07.01.2013 17:00;29.9;28.2;1.5;0.30;18.1;0.1;0.6;5.7;0.0;6.7
07.01.2013 18:00;33.6;25.3;1.4;0.30;16.3;0.0;0.5;5.6;0.0;-1.0
07.01.2013 19:00;35.4;22.4;1.3;0.30;15.2;0.1;0.4;5.4;0.0;-1.0
07.01.2013 20:00;32.5;22.7;1.3;0.30;15.2;0.0;0.4;5.2;0.0;-1.1
07.01.2013 21:00;29.0;24.7;1.4;0.30;16.0;0.0;0.5;4.9;0.0;-1.1
07.01.2013 22:00;28.1;21.2;1.1;0.30;16.3;0.0;0.5;4.6;0.0;-1.0
07.01.2013 23:00;26.1;21.9;1.2;0.30;17.9;0.0;0.5;4.5;0.0;-0.9
08.01.2013 00:00;26.9;20.6;1.2;0.30;16.1;0.0;0.4;4.3;0.0;-1.0
08.01.2013 01:00;27.0;19.9;1.2;0.30;17.7;0.0;0.4;4.1;0.0;-0.8
08.01.2013 02:00;27.3;19.0;1.1;0.20;19.0;0.0;0.4;3.9;0.0;-1.0
08.01.2013 03:00;29.9;16.6;1.1;0.20;20.4;0.0;0.4;3.6;0.0;-1.0
08.01.2013 04:00;30.6;14.8;1.0;0.20;20.8;0.0;0.4;3.4;0.0;-0.9
08.01.2013 05:00;24.5;19.7;1.0;0.30;19.5;0.0;0.4;3.3;0.0;-1.0
08.01.2013 06:00;23.2;21.1;1.4;0.20;23.8;0.0;0.4;3.2;0.0;-1.0
08.01.2013 07:00;20.7;23.7;1.5;0.30;23.7;0.0;0.5;3.1;0.0;-1.1
08.01.2013 08:00;10.4;35.4;1.8;0.30;23.2;0.1;0.7;3.0;0.0;-0.8
08.01.2013 09:00;7.3;40.1;2.6;0.30;27.8;0.2;0.9;3.0;0.0;10.7
08.01.2013 10:00;18.9;24.9;1.8;0.30;27.5;0.1;0.6;2.8;0.0;109.2
08.01.2013 11:00;23.6;20.9;1.7;0.30;24.5;0.1;0.6;3.0;0.0;236.9
08.01.2013 12:00;19.7;28.5;2.4;0.30;23.3;0.1;0.9;3.9;0.0;308.7
08.01.2013 13:00;20.2;27.7;2.7;0.30;26.4;0.1;0.9;4.4;0.0;311.7
08.01.2013 14:00;19.8;31.1;2.9;0.40;24.5;0.1;0.9;5.3;0.0;300.7
08.01.2013 15:00;18.4;32.9;2.7;0.40;26.9;0.1;0.9;5.9;0.0;211.2
08.01.2013 16:00;12.4;41.3;3.1;0.40;26.6;0.1;1.1;6.6;0.0;122.0
08.01.2013 17:00;5.0;48.1;3.1;0.40;29.6;0.1;1.2;6.1;0.0;21.5
08.01.2013 18:00;1.4;52.0;3.2;0.40;28.5;0.1;1.1;5.4;0.0;-2.3
08.01.2013 19:00;1.5;57.7;5.1;0.70;30.2;0.2;2.0;4.7;0.0;-2.9
08.01.2013 20:00;1.6;52.0;4.4;0.60;35.6;0.2;1.9;4.0;0.0;-2.8
08.01.2013 21:00;1.9;50.7;4.5;0.60;35.9;0.2;1.9;3.5;0.0;-2.8
08.01.2013 22:00;1.8;51.6;5.6;0.60;37.7;0.2;1.9;3.1;0.0;-2.8
08.01.2013 23:00;1.7;48.6;4.9;0.60;37.7;0.2;1.8;2.6;0.0;-2.8
09.01.2013 00:00;1.5;47.1;4.3;0.60;36.5;0.2;2.0;1.8;0.0;-2.6
09.01.2013 01:00;1.1;39.8;2.2;0.50;35.5;0.1;1.5;0.7;0.0;-1.2
09.01.2013 02:00;0.8;38.5;1.5;0.40;29.7;0.1;1.2;0.8;0.0;-0.5
09.01.2013 03:00;0.9;38.5;1.4;0.40;27.6;0.1;1.1;0.9;0.0;-0.5
09.01.2013 04:00;0.8;38.8;1.3;0.40;28.3;0.1;1.1;1.0;0.0;-0.4
09.01.2013 05:00;0.8;40.1;1.5;0.40;27.6;0.1;1.1;1.0;0.0;-0.5
09.01.2013 06:00;0.8;39.8;1.2;0.40;28.2;0.1;1.0;0.6;0.0;-0.4
09.01.2013 07:00;0.9;42.2;1.6;0.40;28.8;0.1;1.1;0.8;0.0;-0.5
09.01.2013 08:00;1.0;45.4;2.2;0.50;31.3;0.1;1.4;0.8;0.0;-0.5
09.01.2013 09:00;1.2;43.8;2.2;0.50;32.1;0.2;1.6;0.4;0.0;5.3
09.01.2013 10:00;2.1;43.9;2.1;0.50;31.5;0.2;1.5;0.5;0.0;27.1
09.01.2013 11:00;3.0;44.9;2.4;0.50;34.8;0.2;1.6;0.5;0.0;56.5
09.01.2013 12:00;3.4;46.2;2.5;0.50;36.5;0.2;1.6;0.7;0.0;63.4
09.01.2013 13:00;4.8;46.3;2.6;0.50;37.1;0.2;1.5;1.3;0.0;104.8
09.01.2013 14:00;6.3;45.8;2.8;0.50;38.0;0.1;1.5;1.5;0.0;142.8
09.01.2013 15:00;5.4;43.1;2.7;0.60;35.8;0.2;1.6;1.8;0.0;127.4
09.01.2013 16:00;3.9;45.7;3.3;0.60;34.6;0.2;1.7;2.1;0.0;76.3
09.01.2013 17:00;2.1;48.3;3.3;0.60;34.4;0.2;2.0;2.1;0.0;17.6
09.01.2013 18:00;1.4;50.7;3.2;0.70;32.1;0.2;2.1;1.9;0.0;-1.6
09.01.2013 19:00;1.1;51.2;3.2;0.60;31.4;0.2;1.8;1.6;0.0;-1.1
09.01.2013 20:00;1.3;49.0;3.0;0.60;28.5;0.2;1.6;1.1;0.0;-1.2
09.01.2013 21:00;1.3;48.9;2.6;0.60;28.2;0.2;1.7;1.1;0.0;-1.5
09.01.2013 22:00;1.4;46.4;2.6;0.60;30.3;0.2;1.8;1.0;0.0;-1.4
09.01.2013 23:00;1.4;43.5;2.4;0.60;28.5;0.1;1.8;1.0;0.0;-1.2
10.01.2013 00:00;1.4;41.6;2.1;0.60;30.1;0.1;1.6;1.0;0.0;-0.9
10.01.2013 01:00;1.2;40.8;2.2;0.50;30.7;0.1;1.5;1.1;0.0;-1.1
10.01.2013 02:00;1.1;40.4;2.4;0.50;28.2;0.1;1.4;1.3;0.0;-0.7
10.01.2013 03:00;1.2;41.4;3.2;0.50;29.2;0.2;1.5;1.7;0.0;-0.6
10.01.2013 04:00;0.8;39.6;2.8;0.50;30.1;0.2;1.4;1.7;1.2;-1.3
10.01.2013 05:00;0.8;39.9;2.7;0.50;26.6;0.2;1.4;1.7;0.6;-1.6
10.01.2013 06:00;0.9;43.9;3.2;0.60;28.0;0.2;1.7;2.0;0.2;-1.5
10.01.2013 07:00;0.9;42.0;3.3;0.50;27.1;0.2;1.5;1.9;0.3;-1.6
10.01.2013 08:00;0.9;43.8;3.1;0.50;22.4;0.1;1.6;1.9;0.0;-1.5
10.01.2013 09:00;1.2;51.4;4.2;0.60;24.1;0.2;2.0;2.4;0.1;0.9
10.01.2013 10:00;1.3;51.5;4.3;0.60;26.7;0.2;2.1;2.5;0.1;9.1
10.01.2013 11:00;2.6;45.1;3.9;0.60;26.3;0.2;1.6;2.6;0.3;43.8
10.01.2013 12:00;3.1;43.9;3.2;0.50;22.8;0.1;1.5;3.1;0.0;52.5
10.01.2013 13:00;5.6;45.6;3.3;0.50;25.4;0.1;1.6;3.6;0.0;53.7
10.01.2013 14:00;4.8;42.5;2.9;0.50;26.9;0.1;1.5;3.4;0.0;31.4
10.01.2013 15:00;6.5;45.2;2.8;0.50;27.2;0.1;1.4;3.8;0.0;28.7
10.01.2013 16:00;6.3;48.5;2.5;0.50;23.3;0.1;1.2;4.0;0.0;11.0
10.01.2013 17:00;5.6;52.5;2.4;0.50;23.2;0.1;1.1;4.2;0.0;3.0
10.01.2013 18:00;8.5;50.3;2.5;0.40;19.1;0.1;0.9;4.4;0.0;-1.3
10.01.2013 19:00;6.4;53.3;3.1;0.50;15.9;0.1;1.1;4.5;0.0;-1.0
10.01.2013 20:00;6.1;49.7;2.7;0.40;17.9;0.1;1.1;4.1;1.2;-1.6
10.01.2013 21:00;10.5;41.7;2.4;0.40;18.0;0.1;0.9;4.0;0.1;-1.8
10.01.2013 22:00;18.4;32.7;2.2;0.30;14.0;0.1;0.6;4.1;0.3;-1.9
10.01.2013 23:00;17.3;31.8;2.0;0.30;10.5;0.1;0.5;3.5;0.5;-1.6
11.01.2013 00:00;17.1;30.4;1.8;0.30;8.6;0.1;0.4;3.5;0.2;-1.7
11.01.2013 01:00;17.2;30.7;1.7;0.30;7.9;0.1;0.4;3.7;0.2;-1.8
11.01.2013 02:00;22.4;24.8;1.8;0.30;6.8;0.1;0.3;4.0;0.2;-1.9
11.01.2013 03:00;25.4;22.1;1.8;0.30;5.9;0.1;0.3;3.7;0.6;-1.5
11.01.2013 04:00;28.8;17.8;1.3;0.30;5.9;0.0;0.2;3.5;0.2;-1.6
