Station: Rigi-Seebodenalp
Rural, > 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
13.04.2019 02:00;72.7;13.5;0.2;0.23;32.1;24.3;13.5;1.9;0.0;-0.3
13.04.2019 03:00;57.4;16.8;0.3;0.25;35.8;26.8;16.8;1.3;0.0;-0.1
13.04.2019 04:00;56.3;16.3;0.3;0.25;35.9;26.9;16.3;1.0;0.0;-0.0
13.04.2019 05:00;52.3;15.9;0.2;0.25;34.3;26.8;15.9;0.7;0.0;0.0
13.04.2019 06:00;49.7;15.4;0.2;0.24;34.9;26.8;15.4;0.6;0.0;0.6
13.04.2019 07:00;44.8;15.3;0.2;0.24;35.6;27.3;15.6;0.7;0.0;22.4
13.04.2019 08:00;49.1;15.7;0.2;0.24;33.4;25.2;16.3;0.5;0.0;61.0
13.04.2019 09:00;51.9;17.6;0.3;0.24;31.2;22.7;19.1;0.4;0.0;109.3
13.04.2019 10:00;53.2;17.3;0.4;0.25;30.5;22.2;19.2;0.6;0.0;165.9
13.04.2019 11:00;54.4;16.6;0.5;0.25;32.4;23.8;19.5;1.6;0.0;270.0
13.04.2019 12:00;61.2;15.0;0.4;0.24;34.6;25.5;16.8;2.2;0.0;250.7
13.04.2019 13:00;70.4;14.0;0.3;0.24;36.7;27.1;15.3;2.9;0.0;353.7
13.04.2019 14:00;80.7;13.9;0.2;0.24;35.6;26.6;15.1;4.1;0.0;443.7
13.04.2019 15:00;82.1;14.5;0.2;0.23;34.4;25.7;15.5;4.4;0.0;268.3
13.04.2019 16:00;82.2;14.9;0.2;0.23;34.0;25.6;15.2;3.4;0.1;79.0
13.04.2019 17:00;79.2;16.3;0.2;0.23;32.7;24.9;16.6;2.8;0.1;30.8
13.04.2019 18:00;80.6;16.9;0.2;0.23;30.3;22.9;17.0;2.2;0.0;15.7
13.04.2019 19:00;83.1;14.7;0.2;0.23;28.2;21.3;14.8;1.5;0.0;7.9
13.04.2019 20:00;85.0;14.1;0.1;0.22;25.8;19.6;14.1;0.9;0.0;0.2
13.04.2019 21:00;78.7;14.5;0.1;0.23;25.6;19.8;14.5;0.2;0.0;0.0
13.04.2019 22:00;73.4;14.7;0.1;0.23;27.1;21.1;14.7;-0.1;0.2;0.0
13.04.2019 23:00;72.4;13.1;0.1;0.23;24.6;19.5;13.1;-1.2;0.7;0.0
14.04.2019 00:00;74.9;11.4;0.1;0.22;18.1;15.3;11.4;-1.6;0.4;0.0
14.04.2019 01:00;66.7;12.6;0.1;0.23;19.9;16.6;12.6;-1.5;0.3;0.0
14.04.2019 02:00;64.7;12.6;0.1;0.23;17.2;14.6;12.6;-1.6;0.3;0.0
14.04.2019 03:00;53.7;13.8;0.1;0.25;14.8;12.8;13.8;-1.9;1.7;-1.6
14.04.2019 04:00;49.9;13.6;0.1;0.25;11.7;10.3;13.6;-1.8;2.2;-1.6
14.04.2019 05:00;51.4;12.9;0.0;0.24;8.9;8.1;12.9;-2.2;1.0;-1.7
14.04.2019 06:00;55.9;12.3;0.1;0.23;7.6;7.0;12.3;-2.4;0.5;-2.0
14.04.2019 07:00;59.5;10.9;0.1;0.23;8.0;7.3;11.1;-2.5;0.1;5.1
14.04.2019 08:00;60.7;9.7;0.0;0.23;9.1;8.2;10.4;-2.4;0.0;29.4
14.04.2019 09:00;63.6;10.4;0.1;0.24;11.1;9.8;11.4;-2.1;0.0;54.9
14.04.2019 10:00;61.2;9.8;0.1;0.24;9.9;8.8;11.5;-2.1;0.4;141.6
14.04.2019 11:00;60.1;8.3;0.1;0.23;7.2;6.7;10.3;-1.3;0.2;289.1
14.04.2019 12:00;63.3;8.5;0.1;0.23;6.9;6.4;10.8;-1.1;0.0;357.1
14.04.2019 13:00;59.1;9.7;0.1;0.24;6.4;6.0;11.8;-1.0;0.0;210.2
14.04.2019 14:00;57.6;10.0;0.1;0.24;6.8;6.3;12.3;-0.9;0.1;200.0
14.04.2019 15:00;55.4;10.9;0.1;0.25;7.3;6.7;13.1;-0.9;0.0;141.8
14.04.2019 16:00;58.6;10.3;0.1;0.25;8.1;7.4;12.9;-0.5;0.0;221.4
14.04.2019 17:00;58.1;11.5;0.1;0.25;9.1;8.1;13.1;-0.4;0.1;97.0
14.04.2019 18:00;54.2;11.7;0.1;0.25;8.3;7.5;12.8;-0.5;0.2;46.8
14.04.2019 19:00;54.4;12.4;0.1;0.25;7.8;6.7;12.9;-0.8;0.1;8.1
14.04.2019 20:00;59.1;11.1;0.1;0.25;8.8;7.9;11.1;-0.9;0.1;-0.6
14.04.2019 21:00;58.4;11.1;0.1;0.25;9.1;8.2;11.1;-0.8;0.0;-0.2
14.04.2019 22:00;58.3;10.6;0.1;0.25;10.3;9.0;10.6;-0.7;0.0;0.0
14.04.2019 23:00;53.9;10.9;0.1;0.25;11.4;10.1;11.0;-0.7;0.0;0.0
15.04.2019 00:00;57.6;11.5;0.0;0.25;16.6;13.7;11.5;-0.3;0.0;0.0
15.04.2019 01:00;62.7;10.8;0.1;0.25;19.9;16.2;10.8;-0.1;0.0;-0.0
15.04.2019 02:00;69.2;9.5;0.1;0.24;21.3;17.3;9.5;0.1;0.0;-0.1
15.04.2019 03:00;55.2;11.0;0.1;0.25;19.7;16.5;11.0;-0.4;0.0;0.0
15.04.2019 04:00;53.6;10.5;0.0;0.25;17.1;14.4;10.5;-0.8;0.0;-0.3
15.04.2019 05:00;55.0;10.4;0.1;0.25;17.4;14.5;10.4;-0.9;0.0;0.0
15.04.2019 06:00;59.0;9.4;0.1;0.24;15.5;13.2;9.4;-1.0;0.0;4.5
15.04.2019 07:00;54.9;9.2;0.0;0.24;14.3;12.4;9.8;-1.2;0.0;59.3
15.04.2019 08:00;53.6;8.8;0.0;0.25;14.8;12.6;9.8;-1.1;0.0;122.9
15.04.2019 09:00;55.4;8.5;0.1;0.24;13.4;11.5;9.9;-0.4;0.0;307.0
15.04.2019 10:00;51.0;11.3;0.1;0.26;14.4;12.2;14.5;0.3;0.0;273.0
15.04.2019 11:00;47.5;12.8;0.1;0.27;17.4;14.5;18.0;0.7;0.0;286.4
15.04.2019 12:00;51.8;11.7;0.1;0.26;17.3;14.5;16.2;1.5;0.0;363.2
15.04.2019 13:00;57.5;10.9;0.1;0.25;16.0;13.3;14.4;3.1;0.0;530.4
15.04.2019 14:00;53.9;13.6;0.2;0.27;19.7;15.8;18.4;3.8;0.0;460.5
15.04.2019 15:00;56.3;14.7;0.1;0.27;22.7;17.8;19.2;5.2;0.0;526.5
15.04.2019 16:00;62.3;14.6;0.2;0.27;23.4;18.3;17.9;6.7;0.0;435.4
15.04.2019 17:00;68.1;14.7;0.3;0.27;22.9;18.2;17.4;7.8;0.0;441.3
15.04.2019 18:00;68.3;15.4;0.3;0.27;23.9;17.9;17.3;8.4;0.0;267.6
15.04.2019 19:00;61.9;16.1;0.2;0.26;22.3;17.5;16.8;7.4;0.0;73.8
15.04.2019 20:00;61.4;15.1;0.1;0.26;20.2;16.0;15.1;5.6;0.0;0.2
15.04.2019 21:00;87.7;11.0;0.1;0.22;13.5;10.7;11.0;7.1;0.0;-1.3
15.04.2019 22:00;74.6;12.8;0.2;0.24;17.1;13.9;12.8;5.9;0.0;-2.1
15.04.2019 23:00;81.4;11.2;0.2;0.23;14.3;11.7;11.2;5.8;0.0;-1.8
16.04.2019 00:00;99.9;7.0;0.1;0.19;3.7;3.4;6.9;6.2;0.0;-1.6
16.04.2019 01:00;107.8;5.4;0.1;0.18;2.4;2.3;5.4;6.8;0.0;-1.9
16.04.2019 02:00;108.0;4.9;0.0;0.18;2.0;2.2;5.0;6.9;0.0;-1.8
16.04.2019 03:00;107.2;4.7;0.1;0.18;2.3;2.3;4.7;6.8;0.0;-1.7
16.04.2019 04:00;105.9;4.5;0.1;0.18;2.3;2.3;4.5;6.6;0.0;-1.9
16.04.2019 05:00;98.3;5.6;0.1;0.20;4.6;4.3;5.6;5.9;0.0;-1.9
16.04.2019 06:00;93.6;6.9;0.1;0.21;8.7;7.5;6.9;5.8;0.0;8.0
16.04.2019 07:00;84.0;8.8;0.1;0.23;15.7;12.8;9.0;6.0;0.0;105.4
16.04.2019 08:00;90.8;8.5;0.2;0.22;13.8;11.0;8.7;7.5;0.0;242.7
16.04.2019 09:00;97.1;7.8;0.2;0.21;11.2;8.7;8.1;8.3;0.0;327.3
16.04.2019 10:00;100.2;7.8;0.2;0.21;12.6;9.6;8.2;8.7;0.0;615.4
16.04.2019 11:00;95.0;10.2;0.4;0.23;15.8;11.7;11.5;9.4;0.0;765.4
16.04.2019 12:00;85.4;13.3;0.5;0.25;21.2;15.6;15.7;9.8;0.0;764.3
16.04.2019 13:00;87.9;13.4;0.4;0.25;22.5;17.0;15.0;10.0;0.0;458.6
16.04.2019 14:00;105.0;10.1;0.3;0.21;16.2;12.4;10.5;10.5;0.0;514.2
16.04.2019 15:00;108.3;9.9;0.3;0.20;11.7;8.9;10.3;10.5;0.0;332.4
16.04.2019 16:00;109.8;9.3;0.2;0.20;10.2;7.4;9.6;9.9;0.0;189.2
16.04.2019 17:00;106.8;9.9;0.3;0.20;9.3;6.7;10.1;9.5;0.0;126.6
16.04.2019 18:00;97.8;10.4;0.3;0.21;9.9;6.8;10.6;7.5;0.1;57.9
16.04.2019 19:00;99.5;9.4;0.2;0.20;8.4;6.5;9.4;6.4;0.0;22.6
16.04.2019 20:00;105.7;7.9;0.1;0.20;6.7;5.6;7.9;5.8;0.0;-0.1
16.04.2019 21:00;98.4;8.5;0.1;0.19;6.6;5.4;8.5;5.4;0.2;-0.5
16.04.2019 22:00;100.4;7.1;0.1;0.19;5.4;5.0;7.1;5.3;0.2;-0.1
16.04.2019 23:00;97.0;7.1;0.1;0.19;5.9;5.4;7.2;5.3;0.1;-0.4
17.04.2019 00:00;91.8;6.5;0.1;0.19;6.1;5.6;6.5;5.5;0.0;-1.0
17.04.2019 01:00;92.7;6.4;0.1;0.19;6.8;6.0;6.4;5.5;0.1;-1.0
17.04.2019 02:00;86.5;6.4;0.1;0.20;8.2;7.1;6.4;5.8;0.1;-1.0
17.04.2019 03:00;90.7;6.1;0.1;0.20;7.1;6.3;6.1;6.2;0.0;-0.8
17.04.2019 04:00;94.2;5.5;0.1;0.18;4.3;4.1;5.5;6.6;0.0;-0.1
17.04.2019 05:00;90.7;5.3;0.1;0.18;5.0;4.5;5.3;6.0;0.0;-0.6
17.04.2019 06:00;92.1;4.5;0.1;0.16;2.0;2.2;4.5;5.9;0.0;1.1
17.04.2019 07:00;94.2;4.3;0.1;0.16;1.4;1.7;4.5;6.2;0.0;49.2
17.04.2019 08:00;97.2;4.5;0.1;0.16;1.8;2.0;4.5;7.2;0.0;181.5
17.04.2019 09:00;81.6;6.0;0.1;0.18;5.4;4.9;6.5;7.7;0.0;303.3
17.04.2019 10:00;79.8;7.3;0.1;0.19;7.8;6.4;7.9;7.5;0.0;189.2
17.04.2019 11:00;85.2;8.4;0.1;0.18;6.7;5.7;9.5;8.4;0.0;317.7
17.04.2019 12:00;96.3;6.5;0.1;0.17;3.4;3.0;7.1;10.0;0.0;454.3
17.04.2019 13:00;99.9;6.3;0.2;0.17;3.0;2.7;6.7;10.7;0.0;410.9
17.04.2019 14:00;103.7;6.7;0.1;0.18;4.7;3.9;7.2;11.7;0.0;467.7
17.04.2019 15:00;102.8;7.8;0.2;0.19;7.3;5.8;8.5;12.1;0.0;324.4
17.04.2019 16:00;105.2;7.5;0.2;0.19;8.3;6.6;8.2;13.3;0.0;504.0
17.04.2019 17:00;109.1;7.7;0.2;0.20;10.1;7.7;8.1;13.7;0.0;424.5
17.04.2019 18:00;113.3;7.4;0.2;0.20;10.0;7.6;7.6;13.3;0.0;257.1
17.04.2019 19:00;113.1;7.9;0.1;0.20;10.0;7.8;8.0;12.2;0.0;82.1
17.04.2019 20:00;110.2;8.0;0.2;0.21;11.6;8.9;8.0;10.3;0.0;-0.0
17.04.2019 21:00;110.2;7.4;0.2;0.21;11.9;9.5;7.4;10.1;0.0;-2.0
17.04.2019 22:00;110.3;7.0;0.2;0.20;11.8;9.3;7.0;10.1;0.0;-2.0
17.04.2019 23:00;109.2;6.0;0.1;0.19;9.2;7.1;6.0;9.7;0.0;-1.8
18.04.2019 00:00;109.9;6.2;0.1;0.20;7.6;6.1;6.2;9.8;0.0;-2.0
18.04.2019 01:00;103.3;6.7;0.2;0.20;9.5;7.6;6.7;9.1;0.0;-2.0
18.04.2019 02:00;106.4;6.0;0.1;0.19;7.6;6.0;6.0;8.9;0.0;-1.8
18.04.2019 03:00;117.4;5.2;0.1;0.18;6.4;5.0;5.2;9.9;0.0;-1.8
18.04.2019 04:00;118.6;4.6;0.1;0.18;5.9;4.7;4.6;8.9;0.0;-2.1
18.04.2019 05:00;117.9;4.2;0.1;0.18;5.7;4.3;4.2;8.7;0.0;-1.7
18.04.2019 06:00;106.3;4.8;0.1;0.18;6.6;5.2;4.8;7.8;0.0;7.5
18.04.2019 07:00;108.6;4.4;0.1;0.18;5.4;4.5;4.5;8.7;0.0;110.3
18.04.2019 08:00;109.9;4.1;0.2;0.17;4.9;4.0;4.2;10.0;0.0;298.0
18.04.2019 09:00;117.8;4.2;0.2;0.18;5.5;4.4;4.4;10.6;0.0;480.5
18.04.2019 10:00;117.3;5.1;0.3;0.18;6.2;5.1;5.5;11.5;0.0;659.2
18.04.2019 11:00;94.4;9.6;0.5;0.21;12.5;9.0;11.6;11.2;0.0;781.6
18.04.2019 12:00;100.0;12.3;0.5;0.21;15.1;10.3;15.1;12.2;0.0;867.5
18.04.2019 13:00;95.2;15.0;0.6;0.23;19.0;12.1;19.0;14.2;0.0;893.3
18.04.2019 14:00;103.2;14.2;0.6;0.23;17.4;11.9;17.3;16.2;0.0;845.7
18.04.2019 15:00;119.7;11.6;0.5;0.21;15.1;10.2;13.2;16.9;0.0;780.9
18.04.2019 16:00;132.9;8.7;0.4;0.20;11.5;7.7;9.4;17.4;0.0;694.9
18.04.2019 17:00;137.5;7.5;0.3;0.19;10.9;7.2;7.9;17.3;0.0;508.7
18.04.2019 18:00;141.1;5.2;0.2;0.18;8.6;6.0;5.3;16.2;0.0;272.9
18.04.2019 19:00;135.9;4.8;0.1;0.18;8.8;5.9;4.8;14.3;0.0;72.0
18.04.2019 20:00;137.9;4.6;0.1;0.18;8.4;6.1;4.6;13.4;0.0;-0.2
18.04.2019 21:00;136.4;4.6;0.1;0.18;9.2;6.7;4.6;12.9;0.0;-2.1
18.04.2019 22:00;135.0;4.8;0.1;0.18;9.1;7.1;4.8;12.7;0.0;-2.1
18.04.2019 23:00;132.8;5.1;0.1;0.19;9.0;7.3;5.1;12.1;0.0;-2.0
19.04.2019 00:00;132.6;5.1;0.1;0.19;9.6;7.7;5.1;12.1;0.0;-2.0
19.04.2019 01:00;131.7;5.3;0.1;0.19;9.7;7.9;5.3;11.8;0.1;-2.0
19.04.2019 02:00;130.7;5.1;0.1;0.18;9.6;7.6;5.1;11.5;0.0;-1.9
19.04.2019 03:00;131.1;4.9;0.1;0.18;9.2;7.3;4.9;11.1;0.0;-2.1
19.04.2019 04:00;130.2;4.6;0.1;0.18;8.8;6.7;4.6;10.7;0.0;-1.8
19.04.2019 05:00;128.6;4.6;0.1;0.18;8.7;6.7;4.6;10.6;0.0;-1.8
19.04.2019 06:00;127.7;4.5;0.0;0.18;8.9;6.7;4.5;10.2;0.0;5.5
19.04.2019 07:00;123.3;5.0;0.1;0.18;8.7;7.0;5.1;10.5;0.0;118.8
19.04.2019 08:00;123.6;6.0;0.1;0.19;11.0;8.5;6.2;11.2;0.0;259.9
19.04.2019 09:00;120.9;6.6;0.2;0.20;11.2;8.2;6.9;12.9;0.0;480.8
19.04.2019 10:00;123.3;6.3;0.2;0.19;10.2;7.6;6.7;13.5;0.0;646.0
19.04.2019 11:00;122.3;7.0;0.3;0.20;11.6;8.3;7.5;14.2;0.0;771.6
19.04.2019 12:00;124.0;7.5;0.3;0.20;12.1;9.1;8.1;15.0;0.0;852.6
19.04.2019 13:00;128.4;6.5;0.2;0.20;11.0;7.8;6.8;16.0;0.0;706.9
19.04.2019 14:00;123.3;5.7;0.2;0.19;9.4;6.4;5.8;16.0;0.0;528.4
19.04.2019 15:00;130.2;4.9;0.2;0.18;8.2;5.8;5.1;16.1;0.0;556.9
19.04.2019 16:00;134.8;4.4;0.1;0.18;7.9;5.5;4.5;16.5;0.0;533.8
19.04.2019 17:00;134.4;4.1;0.1;0.18;7.9;5.1;4.1;16.8;0.0;474.3
19.04.2019 18:00;130.3;3.8;0.0;0.18;7.7;4.8;3.8;16.2;0.0;240.6
19.04.2019 19:00;127.2;3.5;0.1;0.17;6.1;4.3;3.5;13.9;0.0;45.0
19.04.2019 20:00;129.3;3.3;0.1;0.17;12.0;4.8;3.3;13.2;0.0;0.4
19.04.2019 21:00;131.2;3.2;0.1;0.17;5.3;4.2;3.2;12.8;0.0;-2.1
19.04.2019 22:00;134.4;3.1;0.1;0.17;5.1;4.3;3.1;13.4;0.0;-2.0
19.04.2019 23:00;134.2;3.1;0.1;0.17;4.8;4.1;3.1;13.0;0.0;-2.6
20.04.2019 00:00;134.1;3.1;0.1;0.17;5.1;4.2;3.1;12.5;0.0;-2.5
20.04.2019 01:00;134.9;3.0;0.1;0.17;5.0;4.3;3.0;12.8;0.0;-2.5
20.04.2019 02:00;134.5;3.1;0.1;0.18;5.2;4.3;3.1;12.8;0.0;-2.7
20.04.2019 03:00;129.6;3.2;0.1;0.17;5.8;4.4;3.2;11.6;0.0;-2.6
20.04.2019 04:00;128.4;3.1;0.1;0.17;5.5;4.3;3.1;11.1;0.0;-2.2
20.04.2019 05:00;126.0;2.9;0.1;0.17;5.2;4.0;2.9;10.2;0.0;-2.1
20.04.2019 06:00;126.8;2.7;0.1;0.17;4.7;3.8;2.7;10.8;0.0;5.6
20.04.2019 07:00;127.2;2.8;0.1;0.17;5.0;3.9;2.8;11.8;0.0;129.5
20.04.2019 08:00;128.0;2.8;0.1;0.17;6.3;4.1;3.0;13.2;0.0;322.4
20.04.2019 09:00;126.6;2.9;0.1;0.17;7.1;4.1;3.1;14.3;0.0;518.6
20.04.2019 10:00;118.7;4.2;0.2;0.17;6.8;4.2;4.6;15.2;0.0;682.8
20.04.2019 11:00;95.7;8.7;0.3;0.20;8.8;5.9;10.5;13.7;0.0;806.5
20.04.2019 12:00;107.6;7.7;0.3;0.19;9.3;6.0;9.0;14.9;0.0;883.3
20.04.2019 13:00;121.5;5.3;0.2;0.18;9.0;5.1;5.7;17.3;0.0;905.9
20.04.2019 14:00;126.6;4.4;0.2;0.18;8.9;4.7;4.7;18.1;0.0;870.3
20.04.2019 15:00;129.1;4.3;0.3;0.18;8.6;4.7;4.6;18.4;0.0;783.1
20.04.2019 16:00;127.4;3.8;0.2;0.18;9.0;4.5;4.0;18.7;0.0;651.5
20.04.2019 17:00;122.4;3.0;0.2;0.17;8.1;3.8;3.1;18.5;0.0;481.4
20.04.2019 18:00;121.7;2.7;0.2;0.17;5.8;3.5;2.7;17.9;0.0;292.5
20.04.2019 19:00;118.7;2.5;0.2;0.16;12.6;4.0;2.5;16.3;0.0;105.5
20.04.2019 20:00;117.9;2.4;0.2;0.16;6.1;3.5;2.5;14.6;0.0;3.1
20.04.2019 21:00;119.4;2.3;0.2;0.17;4.4;3.3;2.3;14.6;0.0;-2.7
20.04.2019 22:00;119.4;2.2;0.1;0.16;4.4;3.3;2.2;14.3;0.0;-2.6
20.04.2019 23:00;120.9;2.2;0.1;0.16;4.4;3.3;2.1;14.8;0.0;-2.2
21.04.2019 00:00;120.9;2.1;0.2;0.17;4.4;3.2;2.1;14.8;0.0;-2.4
21.04.2019 01:00;120.2;2.0;0.1;0.16;3.7;3.0;2.0;14.4;0.0;-1.9
21.04.2019 02:00;119.8;1.8;0.1;0.16;3.1;2.7;1.8;14.5;0.0;-2.0
21.04.2019 03:00;119.8;1.7;0.1;0.15;3.2;2.5;1.6;14.5;0.0;-2.0
21.04.2019 04:00;118.4;1.8;0.1;0.15;3.0;2.6;1.8;13.7;0.0;-2.0
21.04.2019 05:00;116.6;2.1;0.1;0.16;3.8;2.8;2.0;12.9;0.0;-1.6
21.04.2019 06:00;117.8;2.0;0.1;0.16;3.4;2.8;2.0;12.8;0.0;5.4
21.04.2019 07:00;115.3;2.2;0.1;0.16;3.7;2.9;2.2;12.2;0.0;73.6
21.04.2019 08:00;108.1;2.9;0.2;0.16;5.9;3.2;3.1;12.3;0.0;237.4
21.04.2019 09:00;99.6;3.9;0.3;0.17;8.7;3.9;4.3;12.6;0.0;388.0
21.04.2019 10:00;93.4;5.4;0.4;0.18;7.4;4.7;6.1;12.5;0.0;536.1
21.04.2019 11:00;106.9;4.8;0.4;0.17;8.1;5.0;5.3;13.0;0.0;757.1
21.04.2019 12:00;115.5;3.9;0.4;0.17;6.9;4.3;4.2;14.6;0.0;903.0
21.04.2019 13:00;111.3;5.2;0.4;0.18;7.6;4.9;5.7;14.8;0.0;587.1
21.04.2019 14:00;109.4;7.1;0.5;0.19;10.1;6.7;7.8;15.1;0.0;598.2
21.04.2019 15:00;112.4;7.1;0.5;0.19;9.3;6.2;7.6;16.3;0.0;534.7
21.04.2019 16:00;118.3;5.0;0.4;0.18;11.0;4.8;5.3;18.3;0.0;629.9
21.04.2019 17:00;120.2;3.2;0.3;0.17;7.7;3.4;3.4;17.7;0.0;381.7
21.04.2019 18:00;123.7;2.2;0.3;0.16;8.0;3.3;2.3;17.9;0.0;305.3
21.04.2019 19:00;124.0;2.0;0.3;0.16;4.5;2.9;2.0;16.8;0.0;89.8
21.04.2019 20:00;127.1;2.2;0.4;0.16;6.3;3.5;2.2;16.0;0.0;1.8
21.04.2019 21:00;125.4;2.0;0.2;0.15;6.2;3.4;2.0;15.7;0.0;-2.3
21.04.2019 22:00;122.2;1.9;0.2;0.15;8.1;3.5;1.9;14.6;0.0;-2.2
21.04.2019 23:00;125.5;2.0;0.2;0.15;9.0;3.8;2.0;14.9;0.0;-2.4
22.04.2019 00:00;125.7;2.2;0.2;0.16;9.2;4.3;2.2;14.4;0.0;-2.4
22.04.2019 01:00;126.1;2.2;0.3;0.16;11.7;4.7;2.2;14.3;0.0;-2.5
22.04.2019 02:00;124.0;2.2;0.2;0.16;13.4;5.1;2.2;13.6;0.0;-2.5
22.04.2019 03:00;123.5;2.2;0.3;0.16;16.0;5.6;2.2;13.6;0.0;-2.0
22.04.2019 04:00;122.4;2.3;0.3;0.16;15.1;5.7;2.3;13.2;0.0;-2.0
22.04.2019 05:00;120.9;2.3;0.2;0.16;15.9;5.5;2.3;12.7;0.0;-2.1
22.04.2019 06:00;118.8;2.2;0.2;0.16;14.5;5.4;2.2;12.0;0.0;6.7
22.04.2019 07:00;110.7;2.5;0.2;0.16;29.1;6.7;2.5;11.7;0.0;79.8
22.04.2019 08:00;108.1;3.7;0.3;0.17;15.3;5.3;3.9;11.8;0.0;203.7
22.04.2019 09:00;107.4;4.6;0.4;0.17;11.8;5.2;5.0;12.8;0.0;451.1
22.04.2019 10:00;105.8;4.6;0.4;0.17;13.5;5.6;5.1;13.8;0.0;541.4
22.04.2019 11:00;112.0;3.0;0.2;0.15;22.9;6.7;3.2;15.9;0.0;645.2
22.04.2019 12:00;111.2;3.6;0.3;0.16;24.2;6.9;4.0;16.3;0.0;818.7
22.04.2019 13:00;109.2;5.5;0.4;0.17;21.2;6.9;6.2;16.2;0.0;736.2
22.04.2019 14:00;112.9;5.5;0.4;0.17;21.5;7.2;6.1;17.3;0.0;707.6
22.04.2019 15:00;118.3;4.3;0.3;0.17;23.3;7.5;4.6;17.1;0.0;463.3
22.04.2019 16:00;118.4;4.3;0.3;0.17;22.5;7.4;4.5;17.5;0.0;351.5
22.04.2019 17:00;118.8;4.4;0.3;0.17;24.5;7.7;4.6;18.0;0.0;410.1
22.04.2019 18:00;115.1;4.1;0.3;0.16;28.8;8.9;4.2;16.9;0.0;155.7
22.04.2019 19:00;107.9;2.7;0.2;0.15;57.0;13.6;2.7;15.7;0.0;50.0
22.04.2019 20:00;106.0;2.1;0.1;0.14;55.8;15.0;2.1;14.6;0.0;1.1
22.04.2019 21:00;104.9;2.0;0.1;0.14;57.5;15.4;2.0;14.1;0.0;-1.7
22.04.2019 22:00;105.8;1.8;0.1;0.14;57.1;15.2;1.8;14.5;0.0;-1.5
22.04.2019 23:00;106.4;2.2;0.1;0.14;52.7;14.4;2.2;13.9;0.0;-1.9
23.04.2019 00:00;107.4;1.6;0.1;0.14;66.8;16.2;1.6;14.5;0.0;-1.3
23.04.2019 01:00;109.4;1.6;0.2;0.14;65.9;16.1;1.6;14.4;0.0;-1.5
23.04.2019 02:00;111.0;1.5;0.1;0.14;64.6;15.6;1.5;14.5;0.0;-1.2
23.04.2019 03:00;112.3;1.5;0.1;0.14;55.6;14.0;1.5;14.5;0.0;-1.6
23.04.2019 04:00;111.4;1.3;0.2;0.14;51.7;13.4;1.3;14.5;0.0;-1.0
23.04.2019 05:00;109.2;1.4;0.2;0.14;38.4;10.5;1.4;13.8;0.0;-0.9
23.04.2019 06:00;110.7;1.5;0.1;0.15;18.0;6.2;1.5;13.9;0.1;1.6
23.04.2019 07:00;111.0;1.7;0.0;0.16;9.9;3.1;1.7;14.3;0.0;19.8
23.04.2019 08:00;105.7;3.1;0.2;0.16;18.5;6.3;3.2;12.8;0.0;76.0
23.04.2019 09:00;103.2;3.3;0.3;0.16;31.2;9.2;3.5;12.9;0.0;208.2
23.04.2019 10:00;103.1;3.7;0.3;0.16;27.0;8.3;4.0;13.3;0.0;260.3
23.04.2019 11:00;103.3;3.8;0.3;0.16;25.5;8.3;4.2;13.8;0.0;343.3
23.04.2019 12:00;102.7;5.6;0.3;0.17;21.6;7.4;6.5;14.7;0.0;490.4
23.04.2019 13:00;101.7;7.0;0.3;0.18;21.7;7.7;8.3;14.8;0.0;495.5
23.04.2019 14:00;102.9;7.3;0.4;0.18;26.4;8.6;8.8;16.2;0.0;707.2
23.04.2019 15:00;110.1;4.8;0.2;0.17;13.1;4.6;5.5;18.7;0.0;796.1
23.04.2019 16:00;109.2;2.4;0.1;0.15;8.6;2.7;2.6;19.2;0.0;656.5
23.04.2019 17:00;109.8;1.9;0.1;0.15;12.1;3.5;1.9;18.4;0.0;466.9
23.04.2019 18:00;108.2;1.9;0.0;0.15;7.9;2.6;2.0;17.2;0.0;289.3
23.04.2019 19:00;104.7;1.8;0.0;0.15;7.0;2.5;1.8;15.9;0.0;96.3
23.04.2019 20:00;104.9;1.8;0.0;0.16;3.4;1.5;1.8;15.2;0.0;2.8
23.04.2019 21:00;103.1;2.0;0.1;0.16;1.8;1.1;2.0;14.4;0.0;-2.1
23.04.2019 22:00;101.8;2.1;0.1;0.16;1.0;1.0;2.1;14.0;0.0;-2.0
23.04.2019 23:00;102.6;2.1;0.0;0.16;0.7;1.0;2.1;14.4;0.0;-2.1
24.04.2019 00:00;103.5;1.9;0.0;0.16;0.3;0.9;1.9;14.9;0.0;-2.0
24.04.2019 01:00;101.2;1.9;0.0;0.16;0.2;0.9;1.9;14.5;0.0;-2.2
24.04.2019 02:00;99.4;1.9;0.0;0.16;0.3;0.9;1.9;13.7;0.0;-1.7
24.04.2019 03:00;94.7;2.1;0.1;0.16;0.5;0.9;2.1;11.5;0.0;-2.0
24.04.2019 04:00;95.0;2.8;0.1;0.16;3.2;1.7;2.8;11.3;0.0;-1.1
24.04.2019 05:00;96.5;3.5;0.3;0.17;9.1;3.5;3.5;11.4;0.0;-1.4
