Station: Rigi-Seebodenalp
Rural, > 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2019 01:00;50.4;3.6;0.1;0.17;2.9;2.6;3.7;0.9;0.0;-0.1
01.01.2019 02:00;49.5;4.1;0.1;0.17;4.2;3.6;4.2;1.4;0.0;-0.1
01.01.2019 03:00;48.1;5.2;0.1;0.19;5.3;4.6;5.2;1.7;0.0;-0.3
01.01.2019 04:00;40.6;6.0;0.1;0.20;7.0;6.2;6.0;1.9;0.0;-0.7
01.01.2019 05:00;41.6;5.5;0.1;0.19;6.5;5.8;5.6;1.7;0.0;-1.8
01.01.2019 06:00;52.5;2.9;0.0;0.15;3.1;2.8;2.9;0.8;0.0;-3.3
01.01.2019 07:00;55.0;3.0;0.1;0.15;3.5;3.1;3.0;1.2;0.0;-1.7
01.01.2019 08:00;51.3;3.6;0.1;0.16;5.8;5.1;3.7;1.5;0.0;-0.7
01.01.2019 09:00;44.4;4.1;0.1;0.17;5.6;5.0;4.2;1.5;0.0;4.1
01.01.2019 10:00;44.9;4.0;0.1;0.17;6.0;5.3;4.3;1.3;0.0;11.9
01.01.2019 11:00;34.7;6.3;0.1;0.20;7.7;6.7;6.9;1.3;0.0;51.8
01.01.2019 12:00;;;;;4.5;4.0;;1.6;0.0;167.1
01.01.2019 13:00;37.6;;0.0;;3.7;3.2;;1.6;0.0;185.9
01.01.2019 14:00;39.5;4.6;0.0;0.18;4.1;3.6;5.6;1.3;0.0;103.7
01.01.2019 15:00;43.5;3.9;0.0;0.17;3.7;3.2;4.7;1.9;0.0;178.7
01.01.2019 16:00;40.4;5.4;0.0;0.18;4.2;3.7;5.8;1.0;0.0;31.7
01.01.2019 17:00;44.4;4.3;0.0;0.18;4.9;4.4;4.4;0.7;0.0;0.2
01.01.2019 18:00;43.6;4.4;0.0;0.18;5.7;4.9;4.4;0.7;0.0;-2.2
01.01.2019 19:00;42.4;5.1;0.0;0.18;5.6;5.0;5.1;0.6;0.0;-2.5
01.01.2019 20:00;43.8;5.0;0.0;0.19;5.1;4.6;5.0;0.3;0.0;-2.7
01.01.2019 21:00;47.1;4.5;0.0;0.18;5.7;5.0;4.5;0.1;0.0;-2.1
01.01.2019 22:00;47.6;4.1;0.0;0.17;5.3;4.6;4.1;0.0;0.0;-2.0
01.01.2019 23:00;51.5;3.4;0.0;0.17;5.0;4.4;3.4;0.1;0.0;-1.8
02.01.2019 00:00;56.4;3.0;0.0;0.16;3.7;3.3;3.0;0.5;0.0;-0.5
02.01.2019 01:00;52.1;3.2;0.0;0.15;3.9;3.4;3.2;0.5;0.1;-0.2
02.01.2019 02:00;60.8;2.4;0.0;0.14;3.0;2.5;2.4;0.4;0.2;-0.3
02.01.2019 03:00;62.6;1.9;0.0;0.14;1.5;1.3;1.9;0.7;0.0;-0.0
02.01.2019 04:00;58.5;2.1;0.0;0.14;1.7;1.5;2.1;0.1;0.0;0.0
02.01.2019 05:00;59.6;2.2;0.0;0.14;0.9;0.7;2.3;-0.3;0.1;-0.2
02.01.2019 06:00;66.9;2.1;0.0;0.14;1.9;1.5;2.1;-1.0;0.0;0.0
02.01.2019 07:00;66.6;2.4;0.0;0.14;1.9;1.3;2.4;-1.2;0.0;0.0
02.01.2019 08:00;65.9;2.8;0.0;0.15;1.7;1.4;2.8;-1.4;0.0;0.0
02.01.2019 09:00;71.1;2.8;0.0;0.14;3.1;1.8;2.9;-1.6;0.0;5.2
02.01.2019 10:00;73.5;3.3;0.1;0.14;4.5;2.3;3.5;-1.8;0.0;46.4
02.01.2019 11:00;74.3;2.6;0.0;0.15;4.9;2.5;3.0;-1.7;0.0;125.5
02.01.2019 12:00;68.5;4.3;0.1;0.16;6.6;3.2;4.9;-1.8;0.0;113.7
02.01.2019 13:00;69.2;4.4;0.1;0.16;7.5;3.5;4.9;-2.1;0.0;92.6
02.01.2019 14:00;71.7;3.3;0.1;0.15;7.0;3.6;3.6;-2.1;0.0;84.9
02.01.2019 15:00;72.4;3.2;0.0;0.15;6.8;3.6;3.5;-2.1;0.0;72.2
02.01.2019 16:00;71.5;3.4;0.0;0.15;7.1;3.7;3.5;-2.3;0.0;28.5
02.01.2019 17:00;70.4;3.5;0.0;0.16;8.0;3.9;3.6;-2.4;0.0;6.1
02.01.2019 18:00;71.6;3.5;0.1;0.16;8.3;4.0;3.5;-2.6;0.0;0.0
02.01.2019 19:00;69.4;4.0;0.1;0.16;9.0;3.9;4.0;-2.9;0.0;0.0
02.01.2019 20:00;67.7;4.5;0.1;0.17;7.7;3.9;4.6;-2.9;0.2;0.0
02.01.2019 21:00;66.9;5.0;0.1;0.16;8.3;4.0;5.0;-3.2;0.3;0.0
02.01.2019 22:00;72.2;3.8;0.0;0.16;6.7;3.0;3.8;-4.0;0.1;-0.4
02.01.2019 23:00;72.8;3.1;0.1;0.16;5.1;3.1;3.1;-4.0;0.0;-0.6
03.01.2019 00:00;72.5;3.3;0.1;0.15;7.0;3.8;3.3;-3.6;0.0;0.0
03.01.2019 01:00;72.2;3.2;0.1;0.16;7.6;3.8;3.2;-4.0;0.0;-0.8
03.01.2019 02:00;71.6;3.2;0.1;0.16;7.6;4.0;3.2;-4.6;0.0;-1.0
03.01.2019 03:00;71.1;3.3;0.0;0.15;7.4;4.1;3.4;-4.8;0.0;-1.3
03.01.2019 04:00;70.2;3.4;0.1;0.16;7.1;4.0;3.4;-5.4;0.0;-1.9
03.01.2019 05:00;73.9;2.2;0.1;0.15;5.8;3.1;2.2;-6.6;0.0;-1.3
03.01.2019 06:00;71.8;2.4;0.1;0.15;6.5;3.3;2.4;-6.5;0.0;-1.2
03.01.2019 07:00;70.0;2.6;0.1;0.15;6.6;3.4;2.6;-6.9;0.0;-1.4
03.01.2019 08:00;69.1;2.8;0.1;0.15;7.0;3.8;2.8;-7.5;0.0;-1.1
03.01.2019 09:00;71.0;2.6;0.0;0.15;5.9;3.5;2.7;-7.5;0.0;9.2
03.01.2019 10:00;71.4;2.3;0.1;0.15;5.9;3.4;2.8;-6.7;0.0;26.9
03.01.2019 11:00;71.8;2.2;0.1;0.15;5.2;3.0;2.6;-6.3;0.0;65.5
03.01.2019 12:00;71.1;2.4;0.1;0.16;5.6;3.3;3.1;-5.6;0.0;259.9
03.01.2019 13:00;74.2;1.9;0.1;0.15;5.5;3.2;2.3;-3.4;0.0;361.3
03.01.2019 14:00;79.6;1.5;0.1;0.15;3.6;2.3;1.9;-3.0;0.0;250.2
03.01.2019 15:00;69.3;5.5;0.1;0.17;6.0;4.0;7.2;-1.8;0.0;291.1
03.01.2019 16:00;69.7;7.2;0.2;0.17;8.7;5.8;8.0;-2.0;0.0;86.3
03.01.2019 17:00;73.6;5.0;0.1;0.16;5.7;3.8;5.2;-3.8;0.0;16.3
03.01.2019 18:00;73.7;4.3;0.0;0.16;4.2;2.8;4.3;-3.8;0.0;-0.1
03.01.2019 19:00;72.6;4.8;0.1;0.16;4.3;2.8;4.8;-3.8;0.0;-0.2
03.01.2019 20:00;68.6;6.4;0.1;0.17;6.4;4.4;6.4;-4.1;0.0;0.0
03.01.2019 21:00;71.0;4.7;0.1;0.16;4.1;2.9;4.7;-4.2;0.0;-0.2
03.01.2019 22:00;53.2;15.1;0.2;0.20;8.1;5.6;15.1;-4.5;0.0;0.0
03.01.2019 23:00;73.7;4.6;0.1;0.16;4.7;3.4;4.6;-4.2;0.0;0.0
04.01.2019 00:00;77.1;2.8;0.0;0.15;3.1;2.1;2.8;-3.9;0.0;0.0
04.01.2019 01:00;76.7;3.1;0.1;0.15;1.8;1.3;3.1;-4.5;0.0;-1.1
04.01.2019 02:00;70.4;5.0;0.1;0.17;3.9;2.9;5.0;-5.5;0.0;-1.2
04.01.2019 03:00;79.5;1.7;0.1;0.15;1.4;1.0;1.7;-5.3;0.0;-1.1
04.01.2019 04:00;73.1;3.5;0.1;0.16;2.2;1.5;3.5;-5.5;0.0;-1.0
04.01.2019 05:00;73.8;3.1;0.1;0.16;3.2;2.3;3.1;-6.2;0.0;-1.1
04.01.2019 06:00;77.4;2.1;0.0;0.15;1.6;1.2;2.1;-5.6;0.0;-1.0
04.01.2019 07:00;76.9;2.1;0.1;0.15;1.7;1.2;2.1;-5.6;0.0;-1.1
04.01.2019 08:00;77.3;1.7;0.1;0.15;0.5;0.4;1.6;-5.5;0.0;-0.8
04.01.2019 09:00;78.3;1.6;0.1;0.15;0.5;0.4;1.6;-5.6;0.0;15.3
04.01.2019 10:00;79.3;1.6;0.0;0.15;0.4;0.3;1.8;-4.8;0.0;26.8
04.01.2019 11:00;78.7;1.8;0.1;0.15;0.5;0.4;2.2;-4.2;0.0;39.5
04.01.2019 12:00;76.4;2.0;0.1;0.16;0.9;0.7;2.6;-3.1;0.0;335.8
04.01.2019 13:00;71.8;4.2;0.1;0.17;2.1;1.6;6.1;-2.5;0.0;366.0
04.01.2019 14:00;66.2;8.7;0.2;0.18;5.1;3.5;12.6;-3.0;0.0;344.4
04.01.2019 15:00;70.1;7.9;0.2;0.18;5.3;3.4;9.9;-2.8;0.0;207.2
04.01.2019 16:00;68.3;8.8;0.1;0.18;6.0;3.7;10.1;-3.1;0.0;102.5
04.01.2019 17:00;66.9;8.8;0.1;0.18;5.0;3.4;9.2;-3.5;0.0;21.1
04.01.2019 18:00;68.9;8.0;0.1;0.17;5.3;3.6;8.0;-4.1;0.0;-0.4
04.01.2019 19:00;63.1;10.2;0.2;0.18;6.1;4.3;10.2;-3.9;0.0;0.0
04.01.2019 20:00;57.3;12.4;0.2;0.20;8.7;6.0;12.4;-4.0;0.0;-0.0
04.01.2019 21:00;59.0;12.0;0.2;0.19;8.7;6.2;12.0;-3.9;0.0;-0.2
04.01.2019 22:00;59.9;11.9;0.2;0.18;9.9;7.4;11.9;-3.9;0.0;0.0
04.01.2019 23:00;69.6;7.3;0.1;0.17;5.1;4.0;7.3;-3.6;0.0;-0.2
05.01.2019 00:00;66.5;8.1;0.2;0.18;7.4;5.4;8.1;-3.9;0.0;-0.3
05.01.2019 01:00;71.0;6.1;0.1;0.16;5.2;4.3;6.1;-4.2;0.0;-0.6
05.01.2019 02:00;67.9;6.6;0.1;0.17;7.0;5.7;6.7;-3.7;0.0;-0.4
05.01.2019 03:00;72.1;4.7;0.1;0.16;5.0;4.1;4.7;-3.3;0.0;0.0
05.01.2019 04:00;74.6;3.2;0.1;0.16;2.9;2.4;3.2;-3.0;0.0;0.0
05.01.2019 05:00;75.1;3.0;0.0;0.15;2.9;2.3;3.0;-3.0;0.0;0.0
05.01.2019 06:00;70.8;3.7;0.1;0.16;4.1;3.4;3.7;-3.4;0.0;0.0
05.01.2019 07:00;67.7;4.6;0.1;0.17;5.1;4.2;4.6;-3.6;0.0;-0.0
05.01.2019 08:00;55.0;9.0;0.2;0.20;8.0;6.6;9.0;-3.8;0.0;0.0
05.01.2019 09:00;67.8;5.3;0.2;0.17;7.2;5.9;5.4;-4.0;0.6;5.9
05.01.2019 10:00;74.3;3.5;0.1;0.16;3.6;2.9;3.6;-4.1;0.4;29.8
05.01.2019 11:00;73.9;3.4;0.1;0.16;3.0;2.5;3.5;-3.5;0.4;57.6
05.01.2019 12:00;79.7;2.4;0.1;0.14;1.0;0.8;2.5;-2.5;0.8;54.8
05.01.2019 13:00;80.3;2.0;0.1;0.13;0.4;0.3;2.1;-1.9;1.3;54.6
05.01.2019 14:00;75.5;1.8;0.1;0.13;0.2;0.1;1.9;-1.1;1.4;50.7
05.01.2019 15:00;74.1;2.1;0.1;0.14;0.2;0.0;2.2;-1.2;1.1;32.4
05.01.2019 16:00;75.4;2.3;0.0;0.14;0.2;0.1;2.3;-1.2;0.3;24.9
05.01.2019 17:00;69.1;2.8;0.0;0.15;0.6;0.4;2.8;-1.5;0.2;4.6
05.01.2019 18:00;63.6;3.2;0.0;0.15;0.3;0.1;3.2;-1.2;0.3;-0.8
05.01.2019 19:00;59.8;3.1;0.0;0.15;0.1;0.1;3.1;-1.0;0.3;-1.0
05.01.2019 20:00;58.3;3.2;0.0;0.15;0.1;0.1;3.2;-0.9;0.4;-1.0
05.01.2019 21:00;58.3;3.4;0.1;0.15;0.1;0.1;3.4;-0.8;0.3;-0.8
05.01.2019 22:00;55.5;4.1;0.0;0.17;0.7;0.6;4.1;-1.2;0.5;-0.5
05.01.2019 23:00;53.4;3.3;0.1;0.16;0.8;0.7;3.3;-1.1;0.2;-2.1
06.01.2019 00:00;53.0;3.1;0.0;0.16;0.7;0.6;3.1;-1.2;0.1;-2.2
06.01.2019 01:00;51.0;3.5;0.0;0.16;1.1;0.9;3.5;-1.3;0.1;-3.0
06.01.2019 02:00;50.3;3.6;0.0;0.17;1.8;1.4;3.6;-1.4;0.0;-2.9
06.01.2019 03:00;47.9;3.7;0.0;0.17;2.7;2.4;3.7;-1.4;0.4;-2.7
06.01.2019 04:00;48.2;3.6;0.1;0.17;2.5;2.2;3.6;-1.5;0.3;-2.6
06.01.2019 05:00;51.7;3.3;0.0;0.16;1.9;1.7;3.3;-1.4;0.2;-2.3
06.01.2019 06:00;50.7;3.3;0.0;0.16;1.6;1.4;3.3;-1.4;0.3;-2.0
06.01.2019 07:00;49.5;3.3;0.0;0.16;1.4;1.2;3.3;-1.4;0.1;-2.1
06.01.2019 08:00;50.0;3.1;0.1;0.16;1.4;1.3;3.1;-1.4;0.1;-2.0
06.01.2019 09:00;50.3;3.4;0.1;0.16;2.1;1.7;3.5;-1.6;0.4;2.0
06.01.2019 10:00;52.6;3.1;0.0;0.16;2.2;1.9;3.2;-1.6;0.2;26.0
06.01.2019 11:00;53.8;2.8;0.1;0.16;2.3;1.9;3.1;-1.5;0.3;51.5
06.01.2019 12:00;57.0;2.6;0.0;0.15;2.4;2.0;3.0;-1.3;0.3;93.8
06.01.2019 13:00;57.3;2.8;0.0;0.15;1.4;1.3;3.2;-1.1;0.5;92.1
06.01.2019 14:00;60.1;2.2;0.1;0.15;0.8;0.8;2.4;-1.1;0.4;83.0
06.01.2019 15:00;61.4;2.0;0.0;0.15;0.9;0.8;2.2;-1.0;0.5;76.3
06.01.2019 16:00;61.7;2.3;0.0;0.15;0.5;0.5;2.5;-1.2;0.1;45.1
06.01.2019 17:00;62.6;2.2;0.0;0.15;0.5;0.4;2.2;-1.3;0.1;9.3
06.01.2019 18:00;60.7;2.2;0.0;0.15;0.6;0.5;2.2;-1.3;0.2;-0.7
06.01.2019 19:00;58.3;2.3;0.0;0.15;0.4;0.4;2.3;-1.2;0.1;-1.2
06.01.2019 20:00;60.4;2.5;0.0;0.15;0.8;0.8;2.4;-1.3;0.1;-2.1
06.01.2019 21:00;51.0;3.4;0.0;0.16;1.4;1.3;3.4;-1.4;0.1;-2.5
06.01.2019 22:00;49.1;3.7;0.1;0.17;1.3;1.1;3.8;-1.4;0.0;-2.5
06.01.2019 23:00;52.5;2.8;0.0;0.17;1.9;1.7;2.8;-1.5;0.0;-2.2
07.01.2019 00:00;53.1;2.8;0.0;0.17;2.1;1.9;2.8;-1.7;0.0;-2.2
07.01.2019 01:00;47.9;3.0;0.0;0.17;3.1;2.8;3.0;-1.6;0.0;-2.2
07.01.2019 02:00;45.3;5.2;0.0;0.19;4.4;3.8;5.3;-1.5;0.0;-3.3
07.01.2019 03:00;49.4;4.0;0.0;0.17;3.2;2.8;4.0;-1.6;0.0;-1.6
07.01.2019 04:00;48.0;3.3;0.0;0.17;1.9;1.8;3.3;-1.8;0.0;-0.2
07.01.2019 05:00;39.3;5.6;0.0;0.20;5.4;4.8;5.6;-1.6;0.0;-2.1
07.01.2019 06:00;38.8;5.1;0.0;0.20;4.7;4.1;5.1;-1.7;0.0;-4.0
07.01.2019 07:00;39.6;5.2;0.1;0.20;4.1;3.5;5.2;-1.7;0.0;-3.2
07.01.2019 08:00;46.9;4.0;0.0;0.18;4.1;3.6;4.1;-1.7;0.0;-2.6
07.01.2019 09:00;47.3;3.6;0.0;0.17;2.3;2.1;3.8;-1.6;0.0;11.5
07.01.2019 10:00;31.7;9.9;0.0;0.21;4.4;3.9;12.3;-1.4;0.0;47.4
07.01.2019 11:00;30.7;11.0;0.1;0.22;5.8;5.1;14.5;-1.2;0.0;68.7
07.01.2019 12:00;38.9;7.0;0.1;0.19;5.6;4.9;8.3;-1.2;0.0;107.7
07.01.2019 13:00;35.3;10.1;0.0;0.21;6.4;5.6;12.6;-1.1;0.0;97.3
07.01.2019 14:00;33.4;14.2;0.0;0.21;6.3;5.5;17.3;-1.2;0.0;60.9
07.01.2019 15:00;34.0;15.2;0.0;0.21;5.9;5.2;17.5;-1.2;0.0;43.1
07.01.2019 16:00;41.1;12.0;0.1;0.20;4.7;4.1;12.7;-1.6;0.0;20.1
07.01.2019 17:00;42.3;11.0;0.0;0.19;6.7;5.8;11.2;-1.8;0.0;3.9
07.01.2019 18:00;41.1;11.8;0.0;0.20;7.8;6.8;11.9;-1.8;0.0;-0.8
07.01.2019 19:00;41.4;11.1;0.1;0.20;8.3;7.1;11.2;-1.9;0.0;-1.0
07.01.2019 20:00;39.8;11.9;0.0;0.20;9.0;7.8;11.9;-2.0;0.0;-1.3
07.01.2019 21:00;39.3;12.6;0.1;0.21;9.6;8.2;12.6;-2.2;0.0;-1.1
07.01.2019 22:00;39.5;11.6;0.0;0.20;8.6;7.2;11.7;-2.3;0.0;-0.7
07.01.2019 23:00;40.9;9.9;0.0;0.20;7.7;6.6;9.9;-2.3;0.0;-0.4
08.01.2019 00:00;42.3;8.6;0.1;0.19;7.4;6.3;8.6;-2.4;0.0;-0.1
08.01.2019 01:00;47.2;6.2;0.0;0.18;7.7;6.5;6.2;-2.6;0.0;0.0
08.01.2019 02:00;48.9;6.4;0.1;0.18;7.2;6.2;6.4;-2.7;0.0;0.0
08.01.2019 03:00;43.2;7.6;0.1;0.18;8.1;7.0;7.7;-2.5;0.0;0.0
08.01.2019 04:00;44.1;7.6;0.1;0.18;9.6;8.2;7.6;-2.6;0.2;0.0
08.01.2019 05:00;63.4;4.6;0.0;0.15;4.6;3.9;4.6;-1.9;0.3;0.0
08.01.2019 06:00;72.2;3.4;0.0;0.14;3.0;2.3;3.4;-1.1;0.4;0.0
08.01.2019 07:00;73.4;2.8;0.0;0.13;1.6;1.2;2.8;-0.5;0.3;-0.1
08.01.2019 08:00;77.5;2.1;0.0;0.12;0.5;0.5;2.1;0.0;0.4;-0.6
08.01.2019 09:00;75.6;2.1;0.0;0.13;0.2;0.2;2.1;0.4;0.1;4.1
08.01.2019 10:00;67.7;3.9;0.1;0.14;0.6;0.6;4.0;0.3;0.1;22.1
08.01.2019 11:00;62.2;5.7;0.1;0.15;0.3;0.4;6.1;0.2;0.0;46.7
08.01.2019 12:00;60.7;5.1;0.1;0.15;0.8;0.6;5.6;0.4;0.0;58.9
08.01.2019 13:00;59.5;4.9;0.1;0.15;0.9;0.7;5.2;0.3;0.0;42.7
08.01.2019 14:00;60.4;4.0;0.0;0.15;0.9;0.7;4.2;0.2;0.0;33.4
08.01.2019 15:00;61.2;4.0;0.0;0.16;1.8;1.2;4.2;0.1;0.0;22.8
08.01.2019 16:00;57.2;5.5;0.3;0.16;1.4;0.9;5.6;-0.1;0.0;9.4
08.01.2019 17:00;57.4;6.1;0.3;0.17;2.1;1.8;6.3;-0.4;0.0;8.2
08.01.2019 18:00;56.4;7.0;0.1;0.17;1.5;1.3;7.0;-0.8;0.0;-0.4
08.01.2019 19:00;66.0;4.0;0.1;0.15;2.1;1.6;4.0;-0.9;0.0;-0.6
08.01.2019 20:00;69.4;3.5;0.0;0.15;2.7;1.9;3.6;-0.5;0.0;0.0
08.01.2019 21:00;69.2;3.2;0.1;0.15;3.2;2.0;3.3;-0.6;0.0;0.0
08.01.2019 22:00;67.6;3.2;0.1;0.15;2.9;1.6;3.2;-1.1;0.0;0.0
08.01.2019 23:00;66.7;3.2;0.1;0.15;2.6;1.5;3.2;-1.0;0.0;0.0
09.01.2019 00:00;68.9;2.7;0.0;0.15;1.7;1.1;2.7;-1.4;0.0;-0.1
09.01.2019 01:00;69.8;2.6;0.0;0.14;1.7;1.3;2.6;-1.5;0.0;-0.2
09.01.2019 02:00;70.6;2.5;0.1;0.14;3.1;1.4;2.5;-1.5;0.0;0.0
09.01.2019 03:00;68.7;3.2;0.5;0.15;2.7;1.8;3.2;-1.8;0.0;0.0
09.01.2019 04:00;67.0;3.9;0.1;0.14;2.5;0.9;4.0;-2.0;0.1;-0.6
09.01.2019 05:00;69.1;3.4;0.7;0.14;1.2;0.6;3.4;-2.3;0.0;-1.0
09.01.2019 06:00;69.3;3.3;0.6;0.14;1.9;0.9;3.3;-2.5;0.0;-1.0
09.01.2019 07:00;71.5;3.1;0.3;0.14;2.2;1.2;3.1;-2.8;0.0;-1.0
09.01.2019 08:00;70.3;3.3;0.1;0.15;3.2;0.9;3.3;-2.8;0.5;-1.0
09.01.2019 09:00;67.2;4.0;0.0;0.15;0.5;0.2;4.1;-2.9;0.1;1.4
09.01.2019 10:00;66.5;4.7;0.0;0.15;0.7;0.5;5.0;-3.0;0.0;21.5
09.01.2019 11:00;72.5;3.3;0.0;0.15;1.8;1.3;3.6;-3.3;0.0;45.7
09.01.2019 12:00;69.9;4.3;0.0;0.15;2.6;1.2;4.7;-3.2;0.1;48.4
09.01.2019 13:00;69.0;4.7;0.0;0.15;1.0;0.7;5.1;-3.2;0.0;55.3
09.01.2019 14:00;67.2;5.9;0.0;0.16;1.6;1.2;6.4;-3.2;0.0;36.4
09.01.2019 15:00;65.7;7.3;0.0;0.16;2.2;1.7;7.8;-3.3;0.0;27.5
09.01.2019 16:00;67.0;7.3;0.0;0.16;2.9;2.0;7.7;-3.5;0.3;24.7
09.01.2019 17:00;65.4;8.7;0.1;0.16;3.6;2.3;8.9;-3.6;0.0;10.6
09.01.2019 18:00;63.8;8.8;0.0;0.16;3.5;2.8;8.8;-3.7;0.2;-0.7
09.01.2019 19:00;67.2;6.5;0.1;0.15;2.9;1.7;6.6;-3.9;0.4;-1.0
09.01.2019 20:00;66.8;7.2;0.1;0.16;2.9;1.6;7.2;-4.2;0.5;-1.0
09.01.2019 21:00;70.0;6.0;0.0;0.15;3.6;2.0;6.0;-4.5;1.2;-1.2
09.01.2019 22:00;67.2;6.2;0.0;0.16;2.3;1.8;6.2;-4.5;1.6;-1.2
09.01.2019 23:00;65.3;6.2;0.0;0.17;2.2;1.9;6.2;-4.4;1.1;-1.4
10.01.2019 00:00;66.5;5.4;0.0;0.16;3.3;1.6;5.4;-4.6;1.3;-1.6
10.01.2019 01:00;67.2;4.1;0.0;0.16;1.9;1.5;4.1;-5.0;0.0;-1.0
10.01.2019 02:00;64.6;4.9;0.0;0.16;2.3;1.9;4.9;-5.1;0.0;-0.8
10.01.2019 03:00;61.3;5.9;0.0;0.17;3.6;2.9;5.8;-4.9;0.0;-1.2
10.01.2019 04:00;58.3;6.4;0.0;0.17;4.4;3.8;6.4;-4.8;0.0;-0.9
10.01.2019 05:00;57.3;6.3;0.1;0.17;4.7;4.0;6.3;-4.9;0.0;-1.0
10.01.2019 06:00;55.0;7.0;0.0;0.17;6.1;5.2;7.0;-4.9;0.0;-1.2
10.01.2019 07:00;57.3;5.9;0.0;0.17;4.8;4.2;6.0;-5.4;0.0;-1.8
10.01.2019 08:00;57.7;5.6;0.1;0.17;3.5;3.0;5.7;-5.3;0.0;-1.0
10.01.2019 09:00;56.9;6.3;0.0;0.18;4.1;3.5;6.6;-5.2;0.0;9.7
10.01.2019 10:00;57.3;5.2;0.1;0.17;2.2;1.8;6.6;-5.1;0.0;75.5
10.01.2019 11:00;59.3;3.2;0.1;0.18;1.2;1.1;4.1;-4.8;0.0;160.4
10.01.2019 12:00;53.9;7.5;0.1;0.19;4.4;3.6;10.9;-4.2;0.0;224.0
10.01.2019 13:00;57.3;6.3;0.1;0.17;4.3;3.6;8.5;-4.4;0.3;174.6
10.01.2019 14:00;52.5;9.1;0.1;0.19;4.9;4.2;12.2;-4.3;0.4;155.3
10.01.2019 15:00;50.6;10.8;0.1;0.19;6.1;5.3;13.0;-4.5;0.6;75.9
10.01.2019 16:00;47.0;13.3;0.5;0.20;7.3;6.3;15.5;-4.4;0.7;44.7
10.01.2019 17:00;46.1;11.7;0.1;0.19;4.2;3.6;12.6;-4.4;0.5;18.3
10.01.2019 18:00;43.0;13.4;0.1;0.20;5.1;4.5;13.5;-4.4;0.7;0.1
10.01.2019 19:00;36.2;17.8;0.1;0.21;4.9;4.3;17.8;-4.3;1.5;0.0
10.01.2019 20:00;29.9;23.0;0.1;0.22;4.9;4.2;23.0;-4.2;1.1;0.0
10.01.2019 21:00;33.7;20.6;0.1;0.22;5.2;4.4;20.6;-4.3;0.4;0.0
10.01.2019 22:00;42.1;14.9;0.1;0.20;5.0;4.0;14.9;-4.5;0.3;0.0
10.01.2019 23:00;43.8;13.1;0.1;0.20;4.8;4.1;13.1;-4.6;0.1;0.0
11.01.2019 00:00;41.7;13.7;0.1;0.21;5.6;4.8;13.7;-4.6;0.0;0.0
11.01.2019 01:00;41.1;13.3;0.0;0.21;7.1;6.3;13.3;-4.6;0.0;0.0
11.01.2019 02:00;42.2;11.0;0.0;0.20;7.4;6.5;11.0;-4.6;0.0;-0.5
11.01.2019 03:00;43.7;10.5;0.0;0.20;7.6;6.6;10.5;-4.7;0.0;-0.0
11.01.2019 04:00;46.7;8.7;0.0;0.19;6.6;5.8;8.7;-5.1;0.0;-0.9
11.01.2019 05:00;51.2;6.2;0.0;0.19;3.3;3.0;6.2;-5.6;0.0;-0.7
11.01.2019 06:00;53.2;5.3;0.0;0.19;2.2;1.9;5.3;-5.9;0.0;-1.1
11.01.2019 07:00;46.4;8.1;0.0;0.20;6.7;5.8;8.1;-6.0;0.0;-0.3
11.01.2019 08:00;46.3;8.4;0.1;0.19;7.6;6.6;8.4;-5.7;0.0;0.0
11.01.2019 09:00;47.2;7.3;0.0;0.20;5.7;5.0;7.7;-5.8;0.0;19.8
11.01.2019 10:00;48.1;7.1;0.0;0.19;5.6;4.9;8.4;-6.1;0.0;31.9
11.01.2019 11:00;50.2;6.1;0.0;0.19;5.3;4.6;7.9;-7.0;0.0;103.7
11.01.2019 12:00;50.1;6.8;0.0;0.20;5.9;5.1;9.6;-6.5;0.0;279.6
11.01.2019 13:00;51.1;6.7;0.0;0.19;6.0;5.2;9.7;-5.9;0.0;326.4
11.01.2019 14:00;49.8;8.5;0.1;0.20;6.8;5.9;12.7;-4.8;0.0;303.3
11.01.2019 15:00;44.6;12.7;0.1;0.22;11.1;9.2;16.2;-4.4;0.0;80.1
11.01.2019 16:00;41.6;15.0;0.1;0.23;11.4;9.8;18.0;-4.6;0.0;55.8
11.01.2019 17:00;56.0;10.9;0.1;0.19;7.2;6.1;11.9;-4.9;0.0;14.3
11.01.2019 18:00;72.7;3.8;0.0;0.16;1.7;1.3;3.8;-5.3;0.0;0.1
11.01.2019 19:00;74.6;3.3;0.0;0.16;2.1;1.6;3.3;-5.0;0.1;0.0
11.01.2019 20:00;80.1;2.3;0.0;0.15;1.0;0.9;2.2;-4.8;0.1;0.0
11.01.2019 21:00;76.7;2.9;0.0;0.15;1.3;1.2;2.9;-4.8;0.3;0.0
11.01.2019 22:00;76.0;2.9;0.0;0.16;1.3;1.2;2.9;-4.5;0.5;0.0
11.01.2019 23:00;81.3;1.7;0.0;0.14;0.4;0.4;1.7;-3.4;0.4;0.0
12.01.2019 00:00;78.3;1.7;0.0;0.14;0.3;0.2;1.7;-2.5;0.2;0.0
